"id","num_packets","btp","EWMA_btp_09","EWMA_btp_08","EWMA_btp_07","EWMA_btp_06","EWMA_btp_05","EWMA_btp_04","EWMA_btp_03","EWMA_btp_02","EWMA_btp_01","ppl","EWMA_ppl_09","EWMA_ppl_08","EWMA_ppl_07","EWMA_ppl_06","EWMA_ppl_05","EWMA_ppl_04","EWMA_ppl_03","EWMA_ppl_02","EWMA_ppl_01","date"
"1","170","392.96","414.6199951","425.4200134","425.9899902","417.0400085","399.2399902","373.25","340.519989","306.0400085","284.519989","0","0","0","0","0","0","0","0","0","0","2018-06-26 11:39:21"
"2","180","381.25","384.5799866","390.0799866","394.6700134","395.5599976","390.2399902","376.4500122","352.730011","321.0799866","294.1900024","0","0","0","0","0","0","0","0","0","0","2018-06-26 11:39:31"
"3","190","319.53","326.0299988","333.6400146","342.0700073","349.9400024","354.8800049","353.6799927","342.769989","320.769989","296.7200012","0","0","0","0","0","0","0","0","0","0","2018-06-26 11:39:42"
"4","200","170.31","185.8800049","202.9700012","221.8399963","242.1600037","262.6000061","280.3299866","291.0299988","290.6799927","284.0799866","0","0","0","0","0","0","0","0","0","0","2018-06-26 11:39:52"
"5","210","484.37","454.519989","428.0899963","405.6099854","387.4899902","373.480011","361.9500122","349.0299988","329.4200134","304.1099854","0","0","0","0","0","0","0","0","0","0","2018-06-26 11:40:05"
"6","220","262.5","281.7000122","295.6099854","305.4299927","312.4899902","317.9899902","322.1700134","323.0700073","316.0299988","299.9500122","0","0","0","0","0","0","0","0","0","0","2018-06-26 11:40:16"
"7","230","239.06","243.3200073","250.3699951","258.9700012","268.4299927","278.519989","288.9200134","297.8699951","300.6400146","293.8599854","0","0","0","0","0","0","0","0","0","0","2018-06-26 11:40:23"
"8","240","302.34","296.4400024","291.9400024","289.3299866","288.7799988","290.4299927","294.2900085","299.2099915","300.980011","294.7099915","0","0","0","0","0","0","0","0","0","0","2018-06-26 11:40:36"
"9","250","185.93","196.9799957","207.1300049","216.9499969","227.0700073","238.1799927","250.9499969","265.230011","277.9700012","283.8299866","0","0","0","0","0","0","0","0","0","0","2018-06-26 11:40:46"
"10","260","535.93","502.0400085","470.1700134","440.2399902","412.3900146","387.0599976","364.9400024","346.4400024","329.5599976","309.0400085","0","0","0","0","0","0","0","0","0","0","2018-06-26 11:40:58"
"11","270","32.81","79.73000336","120.2799988","155.0399933","184.6399994","209.9299927","232.0899963","252.3500061","270.2099915","281.4200134","0","0","0","0","0","0","0","0","0","0","2018-06-26 11:41:11"
"12","280","250","232.9700012","224.0500031","221.5099945","223.8500061","229.9600067","239.25","251.6399994","266.1700134","278.269989","0","0","0","0","0","0","0","0","0","0","2018-06-26 11:41:22"
"13","290","158.59","166.0299988","171.6799927","177.4600067","184.6900024","194.2799988","206.9900055","223.7299957","244.6499939","266.3099976","0","0","0","0","0","0","0","0","0","0","2018-06-26 11:41:32"
"14","300","206.25","202.2200012","199.3300018","197.6100006","197.6199951","200.2599945","206.6900024","218.4799957","236.9700012","260.2999878","0","0","0","0","0","0","0","0","0","0","2018-06-26 11:41:43"
"15","310","180.46","182.6399994","184.2400055","185.6100006","187.3300018","190.3600006","196.1999969","207.0800018","225.6699982","252.3200073","0","0","0","0","0","0","0","0","0","0","2018-06-26 11:41:55"
"16","320","142.18","146.2299957","150.5899963","155.2100067","160.2400055","166.2700043","174.5899963","187.6100006","208.9700012","241.3000031","0","0","0","0","0","0","0","0","0","0","2018-06-26 11:42:02"
"17","330","171.87","169.3099976","167.6100006","166.8699951","167.2200012","169.0700073","173.5","182.8899994","201.5500031","234.3600006","0","0","0","0","0","0","0","0","0","0","2018-06-26 11:42:15"
"18","340","454.68","426.1400146","397.269989","368.3399963","339.7000122","311.8800049","285.980011","264.4299927","252.1799927","256.3900146","0.1","0.090000004","0.079999998","0.07","0.059999999","0.050000001","0.039999999","0.029999999","0.02","0.01","2018-06-26 11:42:20"
"19","350","410.15","411.75","407.5700073","397.6099854","381.9700012","361.0100098","335.6499939","308.1400146","283.769989","271.769989","0","0","0.01","0.02","0.02","0.02","0.02","0.02","0.01","0","2018-06-26 11:42:28"
"20","360","167.18","191.6399994","215.2599945","236.3099976","253.1000061","264.1000061","268.2600098","265.8599854","260.4500122","261.3099976","0","0","0","0","0","0.01","0.01","0.01","0.01","0","2018-06-26 11:42:38"
"21","370","435.15","410.7999878","391.1700134","375.5","362.3299866","349.6199951","335.019989","316.6400146","295.3900146","278.6900024","0","0","0","0","0","0","0","0.01","0.01","0","2018-06-26 11:42:51"
"22","380","311.71","321.6199951","327.6099854","330.8500061","331.9599915","330.6700134","325.7000122","315.1600037","298.6600037","282","0","0","0","0","0","0","0","0","0","0","2018-06-26 11:42:58"
"23","390","182.81","196.6900024","211.7700043","227.2200012","242.4700012","256.7399902","268.5400085","275.4599915","275.4899902","272.0799866","0","0","0","0","0","0","0","0","0","0","2018-06-26 11:43:10"
"24","400","220.31","217.9499969","218.6000061","222.3800049","229.1699982","238.5200043","249.25","258.9100037","264.4500122","266.8999939","0","0","0","0","0","0","0","0","0","0","2018-06-26 11:43:21"
"25","410","447.65","424.6799927","401.8399963","380.0700073","360.2600098","343.0899963","328.6099854","315.5299988","301.0899963","284.9700012","0","0","0","0","0","0","0","0","0","0","2018-06-26 11:43:34"
"26","420","217.96","238.6399994","254.7400055","266.6000061","274.8800049","280.5299988","284.3500061","286.2600098","284.4700012","278.269989","0","0","0","0","0","0","0","0","0","0","2018-06-26 11:43:45"
"27","430","220.31","222.1399994","227.1900024","234.1900024","242.1399994","250.4199982","258.730011","266.480011","271.6300049","272.480011","0","0","0","0","0","0","0","0","0","0","2018-06-26 11:43:55"
"28","440","260.93","257.0499878","254.1799927","252.9100037","253.4100037","255.6699982","259.6099854","264.8099976","269.4899902","271.3200073","0","0","0","0","0","0","0","0","0","0","2018-06-26 11:44:04"
