"id","num_packets","btp","EWMA_btp_09","EWMA_btp_08","EWMA_btp_07","EWMA_btp_06","EWMA_btp_05","EWMA_btp_04","EWMA_btp_03","EWMA_btp_02","EWMA_btp_01","ppl","EWMA_ppl_09","EWMA_ppl_08","EWMA_ppl_07","EWMA_ppl_06","EWMA_ppl_05","EWMA_ppl_04","EWMA_ppl_03","EWMA_ppl_02","EWMA_ppl_01","date"
"1","35","933.03","933.0300293","933.0300293","933.0300293","933.0300293","933.0300293","933.0300293","933.0300293","933.0300293","933.0300293","0.17","0.170000002","0.170000002","0.170000002","0.170000002","0.170000002","0.170000002","0.170000002","0.170000002","0.170000002","2018-08-10 16:01:02"
"2","70","775.89","791.5999756","807.3200073","823.0300293","838.75","854.460022","870.1699829","885.8900146","901.5999756","917.3200073","0.85","0.779999971","0.720000029","0.649999976","0.579999983","0.50999999","0.439999998","0.370000005","0.300000012","0.239999995","2018-08-10 16:01:34"
"3","105","968.97","951.2299805","936.6400146","925.1900024","916.8800049","911.710022","909.6900024","910.8099976","915.0800171","922.4799805","0.8","0.790000021","0.779999971","0.75","0.709999979","0.649999976","0.579999983","0.5","0.400000006","0.289999992","2018-08-10 16:02:13"
"4","140","855.13","864.7399902","871.4299927","876.1500244","879.8300171","883.4199829","887.8699951","894.1099854","903.0900269","915.75","0.65","0.670000017","0.680000007","0.680000007","0.670000017","0.649999976","0.610000014","0.540000021","0.449999988","0.330000013","2018-08-10 16:02:48"
"5","175","897.99","894.6599731","892.6699829","891.4299927","890.7199707","890.7000122","891.9099731","895.2700195","902.0700073","913.9699707","0.65","0.649999976","0.660000026","0.660000026","0.660000026","0.649999976","0.629999995","0.579999983","0.49000001","0.360000014","2018-08-10 16:03:24"
"6","210","1115.4","1093.319946","1070.849976","1048.209961","1025.530029","1003.049988","981.3099976","961.3099976","944.7299805","934.1099854","0.8","0.779999971","0.769999981","0.75","0.74000001","0.720000029","0.689999998","0.639999986","0.550000012","0.400000006","2018-08-10 16:04:09"
"7","245","969.19","981.5999756","989.5200195","992.9000244","991.7299805","986.1199951","976.460022","963.6699829","949.6199951","937.6199951","0.28","0.330000013","0.379999995","0.419999987","0.469999999","0.5","0.529999971","0.529999971","0.5","0.389999986","2018-08-10 16:04:52"
"8","280","902.67","910.5700073","920.039978","929.7399902","938.289978","944.4000244","946.9500122","945.3699951","940.2299805","934.1300049","0.54","0.519999981","0.50999999","0.5","0.50999999","0.519999981","0.529999971","0.540000021","0.50999999","0.409999996","2018-08-10 16:05:28"
"9","315","937.27","934.5999756","933.8300171","935.0100098","937.6799927","940.8300171","943.0800171","942.9400024","939.6400146","934.4400024","0.77","0.74000001","0.709999979","0.689999998","0.660000026","0.639999986","0.629999995","0.600000024","0.560000002","0.439999998","2018-08-10 16:06:04"
"10","350","828.12","838.7700195","849.2600098","860.1900024","871.9400024","884.4799805","897.0900269","908.5","917.3400269","923.8099976","0.74","0.74000001","0.730000019","0.720000029","0.709999979","0.689999998","0.670000017","0.639999986","0.589999974","0.469999999","2018-08-10 16:06:39"
