"id","num_packets","btp","EWMA_btp_09","EWMA_btp_08","EWMA_btp_07","EWMA_btp_06","EWMA_btp_05","EWMA_btp_04","EWMA_btp_03","EWMA_btp_02","EWMA_btp_01","ppl","EWMA_ppl_09","EWMA_ppl_08","EWMA_ppl_07","EWMA_ppl_06","EWMA_ppl_05","EWMA_ppl_04","EWMA_ppl_03","EWMA_ppl_02","EWMA_ppl_01","date"
"1","140","0","0.039999999","0.170000002","0.340000004","0.519999981","0.699999988","0.879999995","1.149999976","1.789999962","3.660000086","0","0","0","0","0","0","0","0","0","0","2018-06-26 16:44:41"
"2","150","0","0","0.029999999","0.100000001","0.209999993","0.349999994","0.529999971","0.800000012","1.429999948","3.289999962","0","0","0","0","0","0","0","0","0","0","2018-06-26 16:44:50"
"3","160","0","0","0","0.029999999","0.079999998","0.170000002","0.319999993","0.560000002","1.139999986","2.960000038","0","0","0","0","0","0","0","0","0","0","2018-06-26 16:45:01"
"4","170","0","0","0","0","0.029999999","0.079999998","0.189999998","0.389999986","0.910000026","2.660000086","0","0","0","0","0","0","0","0","0","0","2018-06-26 16:45:12"
"5","180","0","0","0","0","0.01","0.039999999","0.109999999","0.270000011","0.730000019","2.400000095","0","0","0","0","0","0","0","0","0","0","2018-06-26 16:45:19"
"6","190","26.56","23.89999962","21.25","18.59000015","15.93999958","13.30000019","10.68999958","8.159999847","5.889999866","4.809999943","0","0","0","0","0","0","0","0","0","0","2018-06-26 16:45:30"
"7","200","0","2.390000105","4.25","5.570000172","6.369999886","6.650000095","6.409999847","5.710000038","4.710000038","4.329999924","0","0","0","0","0","0","0","0","0","0","2018-06-26 16:45:42"
"8","210","10.15","9.369999886","8.970000267","8.779999733","8.640000343","8.399999619","7.909999847","7.039999962","5.800000191","4.909999847","0","0","0","0","0","0","0","0","0","0","2018-06-26 16:45:53"
"9","220","0","0.930000007","1.789999962","2.630000114","3.450000048","4.199999809","4.739999771","4.929999828","4.639999866","4.420000076","0","0","0","0","0","0","0","0","0","0","2018-06-26 16:46:03"
"10","230","0","0.090000004","0.349999994","0.790000021","1.379999995","2.099999905","2.839999914","3.450000048","3.710000038","3.980000019","0","0","0","0","0","0","0","0","0","0","2018-06-26 16:46:11"
"11","240","0","0","0.07","0.230000004","0.550000012","1.049999952","1.700000048","2.410000086","2.970000029","3.579999924","0","0","0","0","0","0","0","0","0","0","2018-06-26 16:46:20"
"12","250","0","0","0.01","0.07","0.219999999","0.519999981","1.019999981","1.690000057","2.369999886","3.220000029","0","0","0","0","0","0","0","0","0","0","2018-06-26 16:46:30"
"13","260","0","0","0","0.02","0.079999998","0.25999999","0.610000014","1.179999948","1.899999976","2.900000095","0","0","0","0","0","0","0","0","0","0","2018-06-26 16:46:40"
"14","270","0","0","0","0","0.029999999","0.129999995","0.360000014","0.819999993","1.519999981","2.609999895","0","0","0","0","0","0","0","0","0","0","2018-06-26 16:46:53"
"15","280","0","0","0","0","0.01","0.059999999","0.219999999","0.579999983","1.210000038","2.349999905","0","0","0","0","0","0","0","0","0","0","2018-06-26 16:47:03"
"16","290","0","0","0","0","0","0.029999999","0.129999995","0.400000006","0.970000029","2.109999895","0","0","0","0","0","0","0","0","0","0","2018-06-26 16:47:14"
"17","300","0","0","0","0","0","0.01","0.07","0.280000001","0.769999981","1.899999976","0","0","0","0","0","0","0","0","0","0","2018-06-26 16:47:27"
"18","310","4.68","4.210000038","3.75","3.279999971","2.809999943","2.349999905","1.919999957","1.600000024","1.559999943","2.180000067","0","0","0","0","0","0","0","0","0","0","2018-06-26 16:47:38"
"19","320","0","0.419999987","0.75","0.980000019","1.120000005","1.169999957","1.149999976","1.120000005","1.24000001","1.960000038","0","0","0","0","0","0","0","0","0","0","2018-06-26 16:47:47"
"20","330","0","0.039999999","0.150000006","0.289999992","0.449999988","0.579999983","0.689999998","0.779999971","0.99000001","1.75999999","0","0","0","0","0","0","0","0","0","0","2018-06-26 16:47:55"
"21","340","3.12","2.809999943","2.519999981","2.269999981","2.049999952","1.850000024","1.659999967","1.480000019","1.419999957","1.899999976","0","0","0","0","0","0","0","0","0","0","2018-06-26 16:48:05"
"22","350","0","0.280000001","0.5","0.680000007","0.819999993","0.920000017","0.99000001","1.039999962","1.129999995","1.710000038","0","0","0","0","0","0","0","0","0","0","2018-06-26 16:48:18"
"23","360","0","0.02","0.100000001","0.200000003","0.319999993","0.460000008","0.589999974","0.720000029","0.910000026","1.539999962","0","0","0","0","0","0","0","0","0","0","2018-06-26 16:48:30"
"24","370","0","0","0.02","0.059999999","0.129999995","0.230000004","0.349999994","0.50999999","0.720000029","1.379999995","0","0","0","0","0","0","0","0","0","0","2018-06-26 16:48:40"
"25","380","0","0","0","0.01","0.050000001","0.109999999","0.209999993","0.349999994","0.579999983","1.24000001","0","0","0","0","0","0","0","0","0","0","2018-06-26 16:48:47"
"26","390","0","0","0","0","0.02","0.050000001","0.119999997","0.25","0.460000008","1.120000005","0","0","0","0","0","0","0","0","0","0","2018-06-26 16:48:58"
"27","400","0","0","0","0","0","0.02","0.07","0.170000002","0.370000005","1.00999999","0","0","0","0","0","0","0","0","0","0","2018-06-26 16:49:10"
"28","410","0","0","0","0","0","0.01","0.039999999","0.119999997","0.289999992","0.910000026","0","0","0","0","0","0","0","0","0","0","2018-06-26 16:49:20"
"29","420","0","0","0","0","0","0","0.02","0.079999998","0.230000004","0.810000002","0","0","0","0","0","0","0","0","0","0","2018-06-26 16:49:30"
