"id","num_packets","btp","EWMA_btp_09","EWMA_btp_08","EWMA_btp_07","EWMA_btp_06","EWMA_btp_05","EWMA_btp_04","EWMA_btp_03","EWMA_btp_02","EWMA_btp_01","ppl","EWMA_ppl_09","EWMA_ppl_08","EWMA_ppl_07","EWMA_ppl_06","EWMA_ppl_05","EWMA_ppl_04","EWMA_ppl_03","EWMA_ppl_02","EWMA_ppl_01","date"
"1","95","0","12.59000015","32.45999908","58.72000122","89.88999939","123.7099991","156.8500061","184.2299957","197.9100037","184.0299988","0","0","0.01","0.029999999","0.050000001","0.07","0.079999998","0.079999998","0.07","0.039999999","2018-08-08 10:58:22"
"2","100","82.81","75.79000092","72.73999786","75.58000183","85.63999939","103.2600021","127.2300034","153.8000031","174.8899994","173.9100037","0","0","0","0.01","0.02","0.029999999","0.050000001","0.059999999","0.059999999","0.039999999","2018-08-08 10:58:27"
"3","105","73.43","73.66999817","73.29000092","74.08000183","78.31999969","88.34999847","105.7099991","129.6900024","154.6000061","163.8600006","0","0","0","0","0","0.01","0.029999999","0.039999999","0.039999999","0.029999999","2018-08-08 10:58:32"
"4","110","54.68","56.58000183","58.40000153","60.5","64.13999939","71.51000214","85.30000305","107.1900024","134.6100006","152.9400024","0","0","0","0","0","0","0.01","0.029999999","0.029999999","0.029999999","2018-08-08 10:58:40"
"5","115","231.25","213.7799988","196.6799927","180.0200043","164.3999939","151.3800049","143.6799927","144.4100037","153.9400024","160.7700043","0","0","0","0","0","0","0.01","0.02","0.029999999","0.029999999","2018-08-08 10:58:43"
"6","120","37.5","55.11999893","69.33000183","80.25","88.26000214","94.44000244","101.1999969","112.3300018","130.6499939","148.4499969","0","0","0","0","0","0","0","0.01","0.02","0.02","2018-08-08 10:58:47"
"7","125","98.43","94.09999847","92.61000061","92.98000336","94.36000061","96.43000031","100.0999985","108.1600037","124.2099991","143.4400024","0","0","0","0","0","0","0","0.01","0.02","0.02","2018-08-08 10:58:52"
"8","130","73.43","75.5","77.26999664","79.30000305","81.80000305","84.93000031","89.43000031","97.73999786","114.0500031","136.4400024","0","0","0","0","0","0","0","0","0.01","0.02","2018-08-08 10:58:57"
"9","135","432.81","397.0799866","361.7000122","326.75","292.4100037","258.8699951","226.7799988","198.2599945","177.8000031","166.0800018","0","0","0","0","0","0","0","0","0.01","0.02","2018-08-08 10:59:00"
"10","140","171.87","194.3899994","209.8399963","218.3399963","220.0800018","215.3699951","204.8200073","190.3399963","176.6199951","166.6600037","0","0","0","0","0","0","0","0","0.01","0.01","2018-08-08 10:59:06"
"11","145","393.75","373.8099976","356.9599915","341.1199951","324.2799988","304.5599976","280.3900146","251.3600006","220.0399933","189.3699951","0","0","0","0","0","0","0","0","0","0.01","2018-08-08 10:59:12"
"12","150","101.56","128.7799988","152.6399994","173.4299927","190.6499939","203.0599976","208.8600006","206.4199982","196.3500061","180.5899963","0","0","0","0","0","0","0","0","0","0.01","2018-08-08 10:59:17"
"13","155","556.25","513.5","475.519989","441.3999939","410.0100098","379.6499939","347.8099976","311.3699951","268.3299866","218.1499939","0","0","0","0","0","0","0","0","0","0.01","2018-08-08 10:59:21"
"14","160","21.87","71.02999878","112.5999985","147.7299957","177.1199951","200.7599945","217.4299927","224.5200043","219.0299988","198.5200043","0","0","0","0","0","0","0","0","0","0.01","2018-08-08 10:59:27"
"15","165","104.68","101.3199997","106.2699966","117.5999985","133.6600037","152.7200012","172.3300018","188.5700073","196.1600037","189.1399994","0","0","0","0","0","0","0","0","0","0.01","2018-08-08 10:59:34"
"16","170","71.87","74.80999756","78.75","85.58999634","96.58999634","112.3000031","132.1499939","153.5599976","171.3099976","177.4100037","0","0","0","0","0","0","0","0","0","0.01","2018-08-08 10:59:42"
"17","175","81.25","80.59999847","80.75","82.55000305","87.37999725","96.76999664","111.7900009","131.8600006","153.2899933","167.8000031","0","0","0","0","0","0","0","0","0","0","2018-08-08 10:59:48"
"18","180","142.18","136.0200043","129.8999939","124.2900009","120.2600021","119.4800034","123.9499969","134.9600067","151.0700073","165.2299957","0","0","0","0","0","0","0","0","0","0","2018-08-08 10:59:53"
"19","185","45.31","54.38000107","62.22999954","69","75.29000092","82.38999939","92.48999786","108.0599976","129.9199982","153.2400055","0","0","0","0","0","0","0","0","0","0","2018-08-08 10:59:59"
"20","190","40.62","42","44.93999863","49.13000107","54.49000168","61.50999832","71.73999786","87.83000183","112.0599976","141.9799957","0","0","0","0","0","0","0","0","0","0","2018-08-08 11:00:06"
"21","195","12.5","15.44999981","18.97999954","23.48999977","29.29000092","37","48.04000092","65.23000336","92.15000153","129.0299988","0","0","0","0","0","0","0","0","0","0","2018-08-08 11:00:14"
"22","200","240.62","218.1000061","196.2899933","175.4799957","156.0899963","138.8099976","125.0699997","117.8499985","121.8399963","140.1900024","0","0","0","0","0","0","0","0","0","0","2018-08-08 11:00:20"
"23","205","56.25","72.43000031","84.25","92.01999664","96.18000031","97.52999878","97.54000092","99.37000275","108.7200012","131.8000031","0","0","0","0","0","0","0","0","0","0","2018-08-08 11:00:25"
"24","210","226.56","211.1399994","198.1000061","186.1900024","174.4100037","162.0399933","149.1499939","137.5200043","132.2899933","141.2700043","0","0","0","0","0","0","0","0","0","0","2018-08-08 11:00:30"
"25","215","379.68","362.8299866","343.3699951","321.6400146","297.5700073","270.8599854","241.3600006","210.1699982","181.7700043","165.1100006","0","0","0","0","0","0","0","0","0","0","2018-08-08 11:00:32"
"26","220","329.68","333","332.4200134","327.269989","316.8399963","300.269989","276.6900024","246.0200043","211.3500061","181.5700073","0","0","0","0","0","0","0","0","0","0","2018-08-08 11:00:38"
"27","225","73.43","99.38999939","125.2300034","149.5800018","170.7899933","186.8500061","195.3899994","194.25","183.7700043","170.7599945","0","0","0","0","0","0","0","0","0","0","2018-08-08 11:00:41"
"28","230","31.25","38.06000137","50.04000092","66.75","87.05999756","109.0500031","129.7299957","145.3500061","153.2599945","156.8000031","0","0","0","0","0","0","0","0","0","0","2018-08-08 11:00:46"
"29","235","82.81","78.33000183","76.25","77.98999786","84.51000214","95.93000031","110.9599991","126.5800018","139.1699982","149.4100037","0","0","0","0","0","0","0","0","0","0","2018-08-08 11:00:51"
