"id","num_packets","btp","EWMA_btp_09","EWMA_btp_08","EWMA_btp_07","EWMA_btp_06","EWMA_btp_05","EWMA_btp_04","EWMA_btp_03","EWMA_btp_02","EWMA_btp_01","ppl","EWMA_ppl_09","EWMA_ppl_08","EWMA_ppl_07","EWMA_ppl_06","EWMA_ppl_05","EWMA_ppl_04","EWMA_ppl_03","EWMA_ppl_02","EWMA_ppl_01","date"
"1","45","877.6","890.2299805","900.3300171","907.8800049","912.8900146","915.3599854","915.289978","912.6699829","907.5200195","899.8200073","0.13","0.150000006","0.170000002","0.189999998","0.200000003","0.209999993","0.219999999","0.219999999","0.209999993","0.209999993","2018-08-10 10:22:33"
"2","60","734.89","750.4299927","767.9799805","786.789978","806.0900269","825.1300049","843.1300049","859.3400269","872.9899902","883.3300171","0.53","0.49000001","0.460000008","0.430000007","0.400000006","0.370000005","0.340000004","0.310000002","0.280000001","0.239999995","2018-08-10 10:22:46"
"3","75","842.18","833.0100098","827.3400269","825.5599976","827.75","833.6500244","842.75","854.1900024","866.8300171","879.210022","0.2","0.219999999","0.25","0.25999999","0.280000001","0.280000001","0.280000001","0.280000001","0.25999999","0.230000004","2018-08-10 10:23:01"
"4","90","860.93","858.1400146","854.210022","850.3200073","847.6599731","847.289978","850.0200195","856.210022","865.6500244","877.3800049","0.53","0.5","0.469999999","0.449999988","0.430000007","0.409999996","0.379999995","0.349999994","0.310000002","0.25999999","2018-08-10 10:23:17"
"5","105","746.35","757.5300293","767.9199829","777.539978","786.8699951","796.8200073","808.5499878","823.25","841.789978","864.2800293","0.66","0.649999976","0.620000005","0.600000024","0.569999993","0.529999971","0.49000001","0.439999998","0.379999995","0.300000012","2018-08-10 10:23:30"
"6","120","797.91","793.8699951","791.9099731","791.7999878","793.5","797.3699951","804.2999878","815.6500244","833.0100098","857.6400146","0.13","0.180000007","0.230000004","0.270000011","0.300000012","0.330000013","0.349999994","0.349999994","0.330000013","0.289999992","2018-08-10 10:23:45"
"7","135","873.95","865.9500122","857.5499878","849.3099976","841.7700195","835.6599731","832.1599731","833.1400146","841.2000122","859.2700195","0.33","0.310000002","0.310000002","0.310000002","0.319999993","0.330000013","0.340000004","0.340000004","0.330000013","0.289999992","2018-08-10 10:24:01"
"8","150","715.1","730.1799927","743.5900269","755.3599854","765.7700195","775.3800049","785.3400269","797.7299805","815.9799805","844.8599854","0.53","0.50999999","0.479999989","0.460000008","0.439999998","0.430000007","0.419999987","0.400000006","0.370000005","0.310000002","2018-08-10 10:24:12"
"9","165","1015.1","986.6099854","960.7999878","937.1799927","915.3699951","895.2399902","877.2399902","862.9400024","855.8099976","861.8800049","0.46","0.469999999","0.469999999","0.460000008","0.449999988","0.449999988","0.430000007","0.419999987","0.389999986","0.330000013","2018-08-10 10:24:32"
"10","180","817.7","834.5900269","846.3200073","853.5499878","856.7700195","856.4699707","853.4299927","849.3699951","848.1799927","857.460022","0.6","0.579999983","0.569999993","0.560000002","0.540000021","0.519999981","0.5","0.469999999","0.430000007","0.360000014","2018-08-10 10:24:47"
"11","195","1038.54","1018.140015","1000.090027","983.039978","965.8300171","947.5","927.4699707","906.1199951","886.2600098","875.5700073","0.26","0.289999992","0.319999993","0.349999994","0.370000005","0.389999986","0.400000006","0.409999996","0.400000006","0.349999994","2018-08-10 10:25:06"
"12","210","901.56","913.2199707","921.2600098","926","927.2700195","924.5300293","917.1099854","904.75","889.3200073","878.1699829","0.06","0.079999998","0.109999999","0.150000006","0.189999998","0.230000004","0.270000011","0.300000012","0.330000013","0.319999993","2018-08-10 10:25:22"
"13","225","809.37","819.75","831.75","844.3599854","856.5300293","866.9500122","874.0100098","876.1400146","873.3300171","871.289978","0.26","0.239999995","0.230000004","0.230000004","0.230000004","0.239999995","0.25999999","0.289999992","0.319999993","0.310000002","2018-08-10 10:25:38"
"14","240","806.77","808.0599976","811.7600098","818.039978","826.6699829","836.8599854","847.1099854","855.3300171","860.0100098","864.8400269","0.26","0.25999999","0.25999999","0.25","0.25","0.25","0.25999999","0.280000001","0.310000002","0.310000002","2018-08-10 10:25:51"
"15","255","639.06","655.960022","673.5999756","692.75","714.0999756","737.960022","763.8900146","790.4400024","815.8200073","842.2600098","0.8","0.74000001","0.689999998","0.629999995","0.579999983","0.519999981","0.479999989","0.439999998","0.400000006","0.360000014","2018-08-10 10:26:03"
"16","270","953.12","923.4000244","897.2199707","875.0100098","857.5100098","845.539978","839.5800171","839.25","843.2800293","853.3400269","0.46","0.49000001","0.50999999","0.50999999","0.50999999","0.49000001","0.469999999","0.439999998","0.409999996","0.370000005","2018-08-10 10:26:20"
"17","285","802.6","814.6799927","821.5200195","824.3200073","824.5599976","824.0700073","824.789978","828.25","835.1500244","848.2700195","0.2","0.219999999","0.25999999","0.289999992","0.319999993","0.340000004","0.360000014","0.370000005","0.370000005","0.349999994","2018-08-10 10:26:37"
"18","300","868.75","863.3400269","859.2999878","855.4199829","851.0700073","846.4099731","842.3699951","840.4000244","841.8699951","850.3200073","0","0.02","0.050000001","0.079999998","0.129999995","0.170000002","0.209999993","0.25999999","0.300000012","0.310000002","2018-08-10 10:26:53"
"19","315","744.79","756.6400146","767.6900024","777.9799805","787.2999878","795.5999756","803.3400269","811.7199707","822.4500122","839.7600098","0.53","0.479999989","0.430000007","0.389999986","0.370000005","0.349999994","0.340000004","0.340000004","0.340000004","0.340000004","2018-08-10 10:27:05"
"20","330","891.14","877.6900024","866.4500122","857.1900024","849.5999756","843.3699951","838.460022","835.539978","836.1900024","844.9000244","0.06","0.100000001","0.140000001","0.159999996","0.180000007","0.209999993","0.230000004","0.25999999","0.289999992","0.310000002","2018-08-10 10:27:22"
"21","345","1041.14","1024.800049","1006.200012","985.960022","964.5300293","942.25","919.5300293","897.2199707","877.1799927","864.5300293","0.4","0.370000005","0.340000004","0.319999993","0.310000002","0.300000012","0.300000012","0.300000012","0.310000002","0.319999993","2018-08-10 10:27:40"
"22","360","359.37","425.9100037","488.7399902","547.3499756","601.4299927","650.8099976","695.4699707","735.8699951","773.6199951","814.0100098","0.66","0.629999995","0.600000024","0.560000002","0.519999981","0.479999989","0.439999998","0.409999996","0.379999995","0.349999994","2018-08-10 10:27:47"
"23","375","883.33","837.5900269","804.4099731","782.5300293","770.5700073","767.0700073","770.6099854","780.1099854","795.5599976","820.9400024","0.26","0.300000012","0.330000013","0.349999994","0.370000005","0.370000005","0.370000005","0.360000014","0.360000014","0.340000004","2018-08-10 10:28:04"
"24","390","740.1","749.8499756","752.960022","752.8300171","752.289978","753.5800171","758.4099731","768.0999756","784.4699707","812.8599854","0.86","0.810000002","0.75999999","0.709999979","0.660000026","0.620000005","0.569999993","0.50999999","0.460000008","0.389999986","2018-08-10 10:28:16"
