"id","seqno","nodeID","date"
"2602","17","7.00","2018-10-09 16:30:39.933567"
"2603","24","3.00","2018-10-09 16:30:48.587690"
"2604","18","7.00","2018-10-09 16:30:54.364461"
"2605","19","6.00","2018-10-09 16:30:55.627958"
"2606","22","5.00","2018-10-09 16:30:56.874432"
"2607","23","2.00","2018-10-09 16:30:57.428248"
"2608","7","9.00","2018-10-09 16:31:01.576942"
"2609","26","4.00","2018-10-09 16:31:06.803289"
"2610","19","7.00","2018-10-09 16:31:11.056059"
"2611","20","6.00","2018-10-09 16:31:18.397929"
"2612","25","3.00","2018-10-09 16:31:19.207109"
"2613","24","2.00","2018-10-09 16:31:25.178103"
"2614","23","5.00","2018-10-09 16:31:27.001073"
"2615","27","4.00","2018-10-09 16:31:28.350869"
"2616","21","6.00","2018-10-09 16:31:35.325811"
"2617","20","7.00","2018-10-09 16:31:36.198726"
"2618","10","8.00","2018-10-09 16:31:38.576135"
"2619","28","4.00","2018-10-09 16:31:40.334773"
"2620","25","2.00","2018-10-09 16:31:43.056198"
"2621","26","3.00","2018-10-09 16:31:48.840494"
"2622","26","3.00","2018-10-09 16:31:50.708610"
"2623","22","6.00","2018-10-09 16:31:54.886757"
"2624","11","8.00","2018-10-09 16:32:01.431160"
"2625","26","2.00","2018-10-09 16:32:01.459628"
"2626","9","9.00","2018-10-09 16:32:02.202178"
"2627","24","5.00","2018-10-09 16:32:03.019101"
"2628","29","4.00","2018-10-09 16:32:11.165872"
"2629","27","3.00","2018-10-09 16:32:11.296888"
"2630","21","7.00","2018-10-09 16:32:12.431032"
"2631","27","3.00","2018-10-09 16:32:15.176331"
"2632","27","2.00","2018-10-09 16:32:20.806157"
"2633","30","4.00","2018-10-09 16:32:27.314563"
"2634","22","7.00","2018-10-09 16:32:27.430498"
"2635","28","3.00","2018-10-09 16:32:27.471821"
"2636","10","9.00","2018-10-09 16:32:29.706568"
"2637","25","5.00","2018-10-09 16:32:30.755894"
"2638","24","6.00","2018-10-09 16:32:31.754113"
"2639","25","5.00","2018-10-09 16:32:34.140053"
"2640","23","7.00","2018-10-09 16:32:41.690300"
"2641","13","8.00","2018-10-09 16:32:41.806219"
"2642","28","2.00","2018-10-09 16:32:43.637442"
"2643","11","9.00","2018-10-09 16:32:50.732606"
"2644","26","5.00","2018-10-09 16:32:51.625238"
"2645","31","4.00","2018-10-09 16:32:51.659527"
"2646","29","3.00","2018-10-09 16:32:52.335055"
"2647","25","6.00","2018-10-09 16:33:01.067298"
"2648","12","9.00","2018-10-09 16:33:07.955212"
"2649","24","7.00","2018-10-09 16:33:08.569387"
"2650","29","2.00","2018-10-09 16:33:15.306264"
"2651","27","5.00","2018-10-09 16:33:15.374624"
"2652","32","4.00","2018-10-09 16:33:16.787263"
"2653","30","3.00","2018-10-09 16:33:22.205339"
"2654","13","9.00","2018-10-09 16:33:25.873278"
"2655","15","8.00","2018-10-09 16:33:33.431134"
"2656","25","7.00","2018-10-09 16:33:33.830267"
"2657","26","6.00","2018-10-09 16:33:35.053322"
"2658","26","6.00","2018-10-09 16:33:35.059808"
"2659","33","4.00","2018-10-09 16:33:41.914007"
"2660","14","9.00","2018-10-09 16:33:45.577491"
"2661","31","3.00","2018-10-09 16:33:46.705346"
"2662","28","5.00","2018-10-09 16:33:46.753495"
"2663","16","8.00","2018-10-09 16:33:50.178093"
"2664","31","2.00","2018-10-09 16:33:55.390649"
"2665","27","6.00","2018-10-09 16:33:57.202576"
"2666","27","6.00","2018-10-09 16:33:58.952414"
"2667","26","7.00","2018-10-09 16:34:00.323007"
"2668","15","9.00","2018-10-09 16:34:01.452421"
"2669","32","3.00","2018-10-09 16:34:06.329665"
"2670","29","5.00","2018-10-09 16:34:07.716369"
