"id","num_packets","btp","EWMA_btp_09","EWMA_btp_08","EWMA_btp_07","EWMA_btp_06","EWMA_btp_05","EWMA_btp_04","EWMA_btp_03","EWMA_btp_02","EWMA_btp_01","ppl","EWMA_ppl_09","EWMA_ppl_08","EWMA_ppl_07","EWMA_ppl_06","EWMA_ppl_05","EWMA_ppl_04","EWMA_ppl_03","EWMA_ppl_02","EWMA_ppl_01","date"
"1","280","585.93","582.7999878","573.7199707","559.6599731","542.4699707","524.4099731","507.980011","496.230011","493.5","491.8200073","0","0","0","0","0","0","0","0","0","0","2018-06-26 10:50:21"
"2","290","520.31","526.5599976","530.9899902","532.1099854","529.1699829","522.3599854","512.9099731","503.4500122","498.8599854","494.6700134","0","0","0","0","0","0","0","0","0","0","2018-06-26 10:50:33"
"3","300","508.59","510.3900146","513.0700073","515.6500244","516.8200073","515.4699707","511.1799927","504.9899902","500.8099976","496.0599976","0","0","0","0","0","0","0","0","0","0","2018-06-26 10:50:43"
"4","310","125","163.5299988","202.6100006","242.1900024","281.730011","320.230011","356.7099915","390.9899902","425.6499939","458.9599915","0","0","0","0","0","0","0","0","0","0","2018-06-26 10:50:52"
"5","320","767.18","706.8200073","654.2700195","609.6799927","573","543.710022","520.9000244","503.8500061","493.9500122","489.7799988","0","0","0","0","0","0","0","0","0","0","2018-06-26 10:51:01"
"6","330","230.46","278.1000061","315.2200012","344.230011","367.480011","387.0899963","404.7200012","421.8299866","441.2600098","463.8500061","0","0","0","0","0","0","0","0","0","0","2018-06-26 10:51:08"
"7","340","960.93","892.6500244","831.789978","775.9199829","723.5499878","674.0100098","627.210022","583.5599976","545.1900024","513.5599976","0","0","0","0","0","0","0","0","0","0","2018-06-26 10:51:20"
"8","350","504.68","543.4799805","570.0999756","586.0499878","592.2299805","589.3499756","578.2000122","559.9000244","537.0900269","512.6699829","0","0","0","0","0","0","0","0","0","0","2018-06-26 10:51:30"
"9","360","453.9","462.8599854","477.1400146","493.5499878","509.230011","521.6199951","528.4799805","528.0999756","520.4500122","506.7900085","0","0","0","0","0","0","0","0","0","0","2018-06-26 10:51:41"
"10","370","330.46","343.7000122","359.7999878","379.3900146","401.9700012","426.0400085","449.269989","468.8099976","482.4500122","489.1600037","0","0","0","0","0","0","0","0","0","0","2018-06-26 10:51:52"
"11","380","499.21","483.6600037","471.3299866","463.269989","460.3200073","462.6300049","469.25","477.9299927","485.8099976","490.1600037","0","0","0","0","0","0","0","0","0","0","2018-06-26 10:52:04"
