"id","num_packets","btp","EWMA_btp_09","EWMA_btp_08","EWMA_btp_07","EWMA_btp_06","EWMA_btp_05","EWMA_btp_04","EWMA_btp_03","EWMA_btp_02","EWMA_btp_01","ppl","EWMA_ppl_09","EWMA_ppl_08","EWMA_ppl_07","EWMA_ppl_06","EWMA_ppl_05","EWMA_ppl_04","EWMA_ppl_03","EWMA_ppl_02","EWMA_ppl_01","date"
"1","200","282.81","266.8900146","249.4499969","230.8999939","211.9299927","193.3699951","176.4100037","163.0200043","157.1600037","170.0299988","0","0","0","0","0","0","0","0","0","0","2018-06-26 14:32:18"
"2","210","353.9","345.2000122","333.0100098","317","297.1099854","273.6400146","247.4100037","220.2799988","196.5","188.4100037","0","0","0","0","0","0","0","0","0","0","2018-06-26 14:32:27"
"3","220","195.31","210.3000031","222.8500061","231.8200073","236.0299988","234.4700012","226.5700073","212.7899933","196.2700043","189.1000061","0","0","0","0","0","0","0","0","0","0","2018-06-26 14:32:38"
"4","230","145.31","151.8099976","160.8200073","171.2599945","181.6000061","189.8899994","194.0599976","192.5500031","186.0700073","184.7200012","0","0","0","0","0","0","0","0","0","0","2018-06-26 14:32:50"
"5","240","268.75","257.0499878","247.1600037","239.5","233.8899994","229.3200073","223.9400024","215.4100037","202.6100006","193.1300049","0","0","0","0","0","0","0","0","0","0","2018-06-26 14:32:59"
"6","250","126.56","139.6100006","150.6799927","160.4400024","169.4900055","177.9400024","184.9799957","188.75","187.3999939","186.4700012","0","0","0","0","0","0","0","0","0","0","2018-06-26 14:33:09"
"7","260","45.31","54.74000168","66.37999725","79.84999847","94.98000336","111.6200027","129.1100006","145.7200012","158.9799957","172.3500061","0","0","0","0","0","0","0","0","0","0","2018-06-26 14:33:17"
"8","270","173.43","161.5599976","152.0200043","145.3600006","142.0500031","142.5299988","146.8399963","154.0299988","161.8699951","172.4600067","0","0","0","0","0","0","0","0","0","0","2018-06-26 14:33:24"
"9","280","87.5","94.90000153","100.4000015","104.8499985","109.3199997","115.0100021","123.0999985","134.0700073","147","163.9600067","0","0","0","0","0","0","0","0","0","0","2018-06-26 14:33:37"
"10","290","119.53","117.0599976","115.6999969","115.1200027","115.4400024","117.2699966","121.6699982","129.7100067","141.5","159.5200043","0","0","0","0","0","0","0","0","0","0","2018-06-26 14:33:45"
"11","300","207.03","198.0299988","188.7599945","179.4600067","170.3899994","162.1499939","155.8099976","152.8999939","154.6100006","164.2700043","0","0","0","0","0","0","0","0","0","0","2018-06-26 14:33:57"
"12","310","275.78","268","258.3699951","246.8800049","233.6199951","218.9600067","203.8000031","189.7700043","178.8399963","175.4199982","0","0","0","0","0","0","0","0","0","0","2018-06-26 14:34:10"
"13","320","514.06","489.4500122","462.9200134","433.8999939","401.8800049","366.5100098","327.8999939","287.0499878","245.8800049","209.2899933","0","0","0","0","0","0","0","0","0","0","2018-06-26 14:34:19"
"14","330","114.84","152.3000031","184.4600067","210.5599976","229.6600037","240.6699982","242.6799927","235.3899994","219.6699982","199.8399963","0","0","0","0","0","0","0","0","0","0","2018-06-26 14:34:30"
"15","340","167.18","165.6900024","170.6399994","180.1999969","192.1699982","203.9299927","212.4799957","214.9299927","209.1799927","196.5700073","0","0","0","0","0","0","0","0","0","0","2018-06-26 14:34:41"
"16","350","114.84","119.9199982","126","134.4499969","145.7700043","159.3800049","173.4199982","184.8999939","190.3099976","188.3999939","0","0","0","0","0","0","0","0","0","0","2018-06-26 14:34:50"
"17","360","245.31","232.7700043","221.4499969","212.0500031","205.4900055","202.3500061","202.1799927","203.0200043","201.3099976","194.0899963","0","0","0","0","0","0","0","0","0","0","2018-06-26 14:35:00"
"18","370","310.15","302.4100037","292.4100037","280.7200012","268.2900085","256.25","245.3699951","235.1600037","223.0800018","205.6999969","0","0","0","0","0","0","0","0","0","0","2018-06-26 14:35:09"
"19","380","322.65","320.6300049","316.6000061","310.0700073","300.9100037","289.4500122","276.2799988","261.4100037","242.9900055","217.3899994","0","0","0","0","0","0","0","0","0","0","2018-06-26 14:35:21"
"20","390","288.28","291.5100098","293.9400024","294.8099976","293.3299866","288.8599854","281.0799866","269.4700012","252.0500031","224.4799957","0","0","0","0","0","0","0","0","0","0","2018-06-26 14:35:32"
"21","400","178.12","189.4600067","201.2799988","213.1300049","224.1999969","233.4900055","239.8999939","242.0599976","237.2599945","219.8500061","0","0","0","0","0","0","0","0","0","0","2018-06-26 14:35:42"
"22","410","299.21","288.2399902","279.6300049","273.3900146","269.2099915","266.3500061","263.6199951","259.2099915","249.6499939","227.7799988","0","0","0","0","0","0","0","0","0","0","2018-06-26 14:35:55"
"23","420","137.5","152.5700073","165.9199982","178.2599945","190.1799927","201.9199982","213.1699982","222.6900024","227.2200012","218.75","0","0","0","0","0","0","0","0","0","0","2018-06-26 14:36:07"
"24","430","239.84","231.1100006","225.0599976","221.3699951","219.9799957","220.8800049","223.8399963","227.8399963","229.7400055","220.8600006","0","0","0","0","0","0","0","0","0","0","2018-06-26 14:36:20"
"25","440","409.37","391.5400085","372.5100098","352.9700012","333.6099854","315.1300049","298.0499878","282.2999878","265.6700134","239.7100067","0","0","0","0","0","0","0","0","0","0","2018-06-26 14:36:32"
"26","450","110.93","138.9900055","163.25","183.5399933","200","213.0299988","223.1999969","230.8899994","234.7200012","226.8300018","0","0","0","0","0","0","0","0","0","0","2018-06-26 14:36:43"
"27","460","271.87","258.5799866","250.1499939","245.3699951","243.1199951","242.4499969","242.6699982","243.1799927","242.1499939","231.3399963","0","0","0","0","0","0","0","0","0","0","2018-06-26 14:36:52"
"28","470","189.84","196.7100067","201.8999939","206.5","211.1499939","216.1399994","221.5399933","227.1799927","231.6900024","227.1900024","0","0","0","0","0","0","0","0","0","0","2018-06-26 14:37:00"
"29","480","184.37","185.6000061","187.8800049","191.0099945","195.0800018","200.2599945","206.6699982","214.3399963","222.2299957","222.9100037","0","0","0","0","0","0","0","0","0","0","2018-06-26 14:37:11"
"30","490","209.37","206.9900055","205.0700073","203.8600006","203.6600037","204.8099976","207.75","212.8500061","219.6499939","221.5500031","0","0","0","0","0","0","0","0","0","0","2018-06-26 14:37:22"
