"id","clock_time","linkaddr_node_addr","seqno","all_cpu","all_lpm","all_transmit","all_listen","all_idle_transmit","all_idle_listen","cpu","lpm","transmit","listen","idle_transmit","idle_listen","date"
"1","6394","0.18","16","75320","1542354","14334","23662","0","13696","2762","95493","171","1290","0","1072","2018-09-03 11:37:55"
"2","6778","0.18","17","78191","1637835","14505","24762","0","14578","2870","95481","171","1100","0","882","2018-09-03 11:37:58"
"3","7162","0.18","18","81368","1732962","14763","25877","0","15369","3177","95127","258","1115","0","791","2018-09-03 11:38:01"
"4","7546","0.18","19","84476","1828110","15021","27061","0","16229","3107","95148","258","1184","0","860","2018-09-03 11:38:04"
"5","7930","0.18","20","91405","1919533","18640","28255","0","16917","6928","91423","3619","1194","0","688","2018-09-03 11:38:07"
"6","8314","0.18","21","94595","2014647","18897","29465","0","17788","3189","95114","257","1210","0","871","2018-09-03 11:38:10"
"7","8698","0.18","22","97756","2109792","19154","30629","0","18585","3160","95145","257","1164","0","797","2018-09-03 11:38:13"
"8","9082","0.18","23","100946","2204904","19412","31900","0","19576","3189","95112","258","1271","0","991","2018-09-03 11:38:16"
"9","9466","0.18","24","104113","2300041","19669","33032","0","20384","3166","95137","257","1132","0","808","2018-09-03 11:38:19"
"10","9850","0.18","25","107277","2395181","19927","34228","0","21255","3163","95140","258","1196","0","871","2018-09-03 11:38:22"
"11","10234","0.18","26","110447","2490315","20184","35252","0","21954","3170","95134","257","1024","0","699","2018-09-03 11:38:25"
"12","10618","0.18","27","113622","2585444","20441","36448","0","22825","3175","95129","257","1196","0","871","2018-09-03 11:38:28"
"13","11002","0.18","28","116803","2680567","20697","37600","0","23653","3180","95123","256","1152","0","828","2018-09-03 11:38:31"
"14","11386","0.18","29","119977","2775697","20955","38796","0","24524","3174","95130","258","1196","0","871","2018-09-03 11:38:34"
"15","11770","0.18","30","123114","2870816","21211","39809","0","25212","3137","95119","256","1013","0","688","2018-09-03 11:38:37"
"16","12154","0.18","31","125596","2966686","21297","40799","0","26094","2481","95870","86","990","0","882","2018-09-03 11:38:40"
"17","12538","0.18","32","128802","3061785","21554","42296","0","27268","3205","95099","257","1497","0","1174","2018-09-03 11:38:43"
"18","12922","0.18","33","132452","3156438","21904","43916","0","28457","3650","94653","350","1620","0","1189","2018-09-03 11:38:46"
"19","13306","0.18","34","135855","3251339","22162","45017","0","29231","3402","94901","258","1101","0","774","2018-09-03 11:38:49"
"20","13690","0.18","35","139381","3346118","22540","46543","0","30324","3525","94779","378","1526","0","1093","2018-09-03 11:38:52"
"21","14074","0.18","36","142586","3441216","22797","47566","0","31022","3205","95098","257","1023","0","698","2018-09-03 11:38:55"
"22","14458","0.18","37","145762","3536344","23055","48853","0","31985","3175","95128","258","1287","0","963","2018-09-03 11:38:58"
"23","14842","0.18","38","148959","3631454","23313","50151","0","32961","3196","95110","258","1298","0","976","2018-09-03 11:39:01"
"24","15226","0.18","39","152153","3726564","23574","51451","0","33937","3193","95110","261","1300","0","976","2018-09-03 11:39:04"
"25","15610","0.18","40","155355","3821666","23835","52475","0","34636","3201","95102","261","1024","0","699","2018-09-03 11:39:07"
"26","15994","0.18","41","158553","3916772","24096","53672","0","35507","3197","95106","261","1197","0","871","2018-09-03 11:39:10"
"27","16378","0.18","42","166216","4007414","28021","55242","0","36264","7662","90642","3925","1570","0","757","2018-09-03 11:39:13"
"28","16762","0.18","43","169441","4102493","28282","56749","0","37447","3225","95079","261","1507","0","1183","2018-09-03 11:39:16"
"29","17146","0.18","44","172647","4197590","28543","57772","0","38146","3206","95097","261","1023","0","699","2018-09-03 11:39:19"
"30","17530","0.18","45","175849","4292692","28804","59098","0","39148","3201","95102","261","1326","0","1002","2018-09-03 11:39:22"
"31","17914","0.18","46","179056","4387789","29065","60121","0","39847","3206","95097","261","1023","0","699","2018-09-03 11:39:25"
"32","18298","0.18","47","181840","4483258","29239","61198","0","40707","2783","95469","174","1077","0","860","2018-09-03 11:39:28"
"33","18682","0.18","48","184750","4578703","29413","62125","0","41417","2909","95445","174","927","0","710","2018-09-03 11:39:31"
"34","19066","0.18","49","187963","4673795","29674","63321","0","42288","3212","95092","261","1196","0","871","2018-09-03 11:39:34"
"35","19450","0.18","50","191174","4768887","29935","64568","0","43211","3211","95092","261","1247","0","923","2018-09-03 11:39:37"
"36","19834","0.18","51","194372","4863993","30196","65764","0","44082","3197","95106","261","1196","0","871","2018-09-03 11:39:40"
