"id","clock_time","linkaddr_node_addr","seqno","all_cpu","all_lpm","all_transmit","all_listen","all_idle_transmit","all_idle_listen","cpu","lpm","transmit","listen","idle_transmit","idle_listen","date"
"1","831995","0.18","2166","6051837","206919502","476898","4306444","0","3765560","2774","95582","176","2201","0","2009","2018-09-03 14:12:31"
"2","832378","0.18","2167","6054458","207015133","477074","4309469","0","3768344","2621","95631","176","3025","0","2784","2018-09-03 14:12:34"
"3","832762","0.18","2168","6057153","207110795","477250","4311833","0","3770515","2694","95662","176","2363","0","2171","2018-09-03 14:12:37"
"4","833146","0.18","2169","6060143","207206053","477514","4315172","0","3773450","2990","95258","264","3339","0","2935","2018-09-03 14:12:40"
"5","833530","0.18","2170","6062436","207302119","477602","4317701","0","3775892","2290","96066","88","2526","0","2442","2018-09-03 14:12:43"
"6","833914","0.18","2171","6065464","207397397","477866","4321164","0","3778951","3028","95278","264","3463","0","3059","2018-09-03 14:12:46"
"7","834298","0.18","2172","6068522","207492641","478130","4323523","0","3781063","3057","95244","264","2359","0","2112","2018-09-03 14:12:49"
"8","834682","0.18","2173","6070669","207588799","478130","4326249","0","3783712","2147","96158","0","2726","0","2649","2018-09-03 14:12:52"
"9","835067","0.18","2174","6074040","207683731","478482","4328696","0","3785802","3371","94932","352","2446","0","2090","2018-09-03 14:12:55"
"10","835450","0.18","2175","6076657","207779366","478658","4331719","0","3788584","2617","95635","176","3023","0","2782","2018-09-03 14:12:58"
"11","835834","0.18","2176","6079336","207875191","478746","4334093","0","3790810","2678","95825","88","2373","0","2226","2018-09-03 14:13:01"
"12","836218","0.18","2177","6082391","207970240","479097","4337745","0","3794133","3054","95049","351","3652","0","3323","2018-09-03 14:13:04"
"13","836602","0.18","2178","6084668","208066319","479185","4340489","0","3796792","2277","96079","88","2743","0","2659","2018-09-03 14:13:07"
"14","836986","0.18","2179","6086819","208162474","479185","4343380","0","3799605","2151","96155","0","2891","0","2813","2018-09-03 14:13:10"
"15","837370","0.18","2180","6090539","208257001","479718","4346055","0","3801773","3720","94527","533","2675","0","2168","2018-09-03 14:13:13"
"16","837754","0.18","2181","6092853","208353048","479806","4349339","0","3804870","2313","96047","88","3284","0","3097","2018-09-03 14:13:16"
"17","838138","0.18","2182","6095826","208448322","480070","4351937","0","3807221","2973","95274","264","2597","0","2351","2018-09-03 14:13:19"
"18","838523","0.18","2183","6098114","208544396","480158","4355128","0","3810224","2287","96074","88","3191","0","3003","2018-09-03 14:13:22"
"19","838906","0.18","2184","6100738","208640019","480334","4357271","0","3812230","2624","95623","176","2142","0","2006","2018-09-03 14:13:25"
"20","839290","0.18","2185","6103347","208735712","480510","4360638","0","3815359","2609","95693","176","3367","0","3129","2018-09-03 14:13:28"
"21","839674","0.18","2186","6105443","208831974","480510","4362435","0","3817176","2093","96262","0","1794","0","1817","2018-09-03 14:13:31"
"22","840058","0.18","2187","6107487","208928184","480510","4365100","0","3819817","2043","96210","0","2665","0","2641","2018-09-03 14:13:34"
"23","840443","0.18","2188","6111238","209023092","480949","4367821","0","3822019","3750","94908","439","2720","0","2202","2018-09-03 14:13:37"
"24","840826","0.18","2189","6113875","209118404","481125","4370839","0","3824797","2636","95312","176","3018","0","2778","2018-09-03 14:13:40"
"25","841210","0.18","2190","6116508","209214073","481301","4373290","0","3827056","2632","95669","176","2450","0","2259","2018-09-03 14:13:43"
"26","841594","0.18","2191","6118820","209310121","481389","4376669","0","3830248","2312","96048","88","3379","0","3192","2018-09-03 14:13:46"
"27","841979","0.18","2192","6121854","209405389","481652","4379092","0","3832423","3033","95268","263","2423","0","2175","2018-09-03 14:13:49"
"28","842362","0.18","2193","6124467","209501028","481828","4382109","0","3835200","2613","95639","176","3017","0","2777","2018-09-03 14:13:52"
"29","842746","0.18","2194","6127156","209596696","482004","4384583","0","3837481","2688","95668","176","2473","0","2281","2018-09-03 14:13:55"
"30","843130","0.18","2195","6130142","209691958","482268","4387873","0","3840427","2986","95262","264","3290","0","2946","2018-09-03 14:13:58"
"31","843514","0.18","2196","6132431","209788029","482356","4390403","0","3842869","2286","96071","88","2527","0","2442","2018-09-03 14:14:01"
"32","843898","0.18","2197","6135476","209883288","482620","4393852","0","3845917","3045","95259","264","3449","0","3048","2018-09-03 14:14:04"
"33","844282","0.18","2198","6138468","209978544","482883","4396372","0","3848176","2991","95256","263","2520","0","2259","2018-09-03 14:14:07"
"34","844667","0.18","2199","6140754","210074620","482971","4399564","0","3851180","2285","96076","88","3192","0","3004","2018-09-03 14:14:10"
"35","845050","0.18","2200","6143482","210170139","483147","4401923","0","3853402","2728","95519","176","2358","0","2222","2018-09-03 14:14:13"
"36","845434","0.18","2201","6146093","210265831","483323","4405163","0","3856405","2611","95692","176","3240","0","3003","2018-09-03 14:14:16"
"37","845818","0.18","2202","6148383","210361900","483411","4407693","0","3858847","2287","96069","88","2527","0","2442","2018-09-03 14:14:19"
"38","846202","0.18","2203","6151352","210457180","483675","4410984","0","3861793","2969","95280","264","3291","0","2946","2018-09-03 14:14:22"
"39","846586","0.18","2204","6153638","210553253","483763","4413513","0","3864234","2283","96073","88","2526","0","2441","2018-09-03 14:14:25"
"40","846970","0.18","2205","6155930","210649266","483763","4415971","0","3866614","2292","96013","0","2458","0","2380","2018-09-03 14:14:28"
"41","847355","0.18","2206","6160236","210743264","484411","4418819","0","3868782","4305","93998","648","2848","0","2168","2018-09-03 14:14:31"
"42","847738","0.18","2207","6162884","210838867","484587","4422010","0","3871732","2647","95603","176","3191","0","2950","2018-09-03 14:14:34"
"43","848122","0.18","2208","6165569","210934538","484763","4424376","0","3873905","2684","95671","176","2365","0","2173","2018-09-03 14:14:37"
"44","848506","0.18","2209","6167762","211030668","484763","4427071","0","3876510","2193","96130","0","2695","0","2605","2018-09-03 14:14:40"
"45","848891","0.18","2210","6171724","211124991","485291","4429529","0","3878409","3962","94323","528","2458","0","1899","2018-09-03 14:14:43"
"46","849274","0.18","2211","6174347","211220620","485467","4432378","0","3881018","2622","95629","176","2849","0","2609","2018-09-03 14:14:46"
"47","849658","0.18","2212","6176970","211316298","485643","4434831","0","3883279","2622","95678","176","2452","0","2261","2018-09-03 14:14:49"
"48","850043","0.18","2213","6179268","211412361","485731","4438022","0","3886283","2297","96063","88","3191","0","3004","2018-09-03 14:14:52"
"49","850426","0.18","2214","6181865","211508012","485907","4440418","0","3888541","2597","95651","176","2395","0","2258","2018-09-03 14:14:55"
"50","850810","0.18","2215","6184480","211603700","486083","4443659","0","3891544","2615","95688","176","3241","0","3003","2018-09-03 14:14:58"
"51","851194","0.18","2216","6186772","211699767","486171","4446186","0","3893985","2289","96067","88","2524","0","2441","2018-09-03 14:15:01"
"52","851578","0.18","2217","6189806","211795039","486434","4449407","0","3896789","3034","95272","263","3221","0","2804","2018-09-03 14:15:04"
"53","851962","0.18","2218","6192395","211890697","486610","4452326","0","3899570","2588","95658","176","2919","0","2781","2018-09-03 14:15:07"
"54","852346","0.18","2219","6194926","211986525","486698","4455001","0","3902061","2530","95828","88","2675","0","2491","2018-09-03 14:15:10"
"55","852730","0.18","2220","6198297","212081458","487050","4457549","0","3904252","3371","94933","352","2547","0","2191","2018-09-03 14:15:13"
"56","853114","0.18","2221","6200935","212177069","487226","4460569","0","3907033","2638","95611","176","3020","0","2781","2018-09-03 14:15:16"
"57","853498","0.18","2222","6203690","212272673","487402","4462935","0","3909205","2752","95604","176","2366","0","2172","2018-09-03 14:15:19"
"58","853882","0.18","2223","6206738","212367930","487666","4466230","0","3912098","3048","95257","264","3295","0","2893","2018-09-03 14:15:22"
"59","854266","0.18","2224","6209789","212463182","487930","4468747","0","3914370","3050","95252","264","2517","0","2272","2018-09-03 14:15:25"
"60","854650","0.18","2225","6212777","212558443","488194","4472038","0","3917316","2988","95261","264","3291","0","2946","2018-09-03 14:15:28"
"61","855034","0.18","2226","6215064","212654515","488282","4474566","0","3919758","2284","96072","88","2525","0","2442","2018-09-03 14:15:31"
