"id","clock_time","linkaddr_node_addr","seqno","all_cpu","all_lpm","all_transmit","all_listen","all_idle_transmit","all_idle_listen","cpu","lpm","transmit","listen","idle_transmit","idle_listen","date"
"1","6394","0.18","16","65718","1552004","13986","34115","0","28247","2208","96143","86","1333","0","1224","2018-09-03 12:25:01"
"2","6779","0.18","17","68593","1647434","14243","36339","0","30147","2875","95430","257","2224","0","1900","2018-09-03 12:25:04"
"3","7162","0.18","18","71082","1743201","14415","37888","0","31480","2489","95767","172","1549","0","1333","2018-09-03 12:25:07"
"4","7546","0.18","19","73671","1838964","14587","40234","0","33377","2589","95763","172","2346","0","1897","2018-09-03 12:25:10"
"5","7930","0.18","20","81094","1929797","18385","42017","0","34441","7423","90833","3798","1783","0","1064","2018-09-03 12:25:13"
"6","8314","0.18","21","83315","2025927","18471","44036","0","36353","2221","96130","86","2019","0","1912","2018-09-03 12:25:16"
"7","8698","0.18","22","86208","2121338","18727","45571","0","37562","2893","95411","256","1535","0","1209","2018-09-03 12:25:19"
"8","9082","0.18","23","89093","2216757","18985","47860","0","39442","2884","95419","258","2289","0","1880","2018-09-03 12:25:22"
"9","9466","0.18","24","92002","2312152","19243","49457","0","40631","2909","95395","258","1597","0","1189","2018-09-03 12:25:25"
"10","9850","0.18","25","94896","2407562","19500","51789","0","42488","2893","95410","257","2332","0","1857","2018-09-03 12:25:28"
"11","10234","0.18","26","97385","2503330","19671","53573","0","44124","2488","95768","171","1783","0","1636","2018-09-03 12:25:31"
"12","10618","0.18","27","99962","2599056","19843","55828","0","46143","2576","95726","172","2255","0","2019","2018-09-03 12:25:34"
"13","11002","0.18","28","102183","2695187","19928","57430","0","47658","2218","96131","85","1599","0","1515","2018-09-03 12:25:37"
"14","11386","0.18","29","105100","2790574","20185","59765","0","49514","2916","95387","257","2335","0","1856","2018-09-03 12:25:40"
"15","11770","0.18","30","108116","2885863","20441","61698","0","51110","3015","95289","256","1932","0","1596","2018-09-03 12:25:43"
"16","12154","0.18","31","111023","2981259","20699","64028","0","52964","2907","95396","258","2330","0","1854","2018-09-03 12:25:46"
"17","12538","0.18","32","113897","3076641","20957","65840","0","54520","2873","95382","258","1811","0","1556","2018-09-03 12:25:49"
"18","12922","0.18","33","116100","3172790","21043","67970","0","56388","2202","96149","86","2130","0","1868","2018-09-03 12:25:52"
"19","13306","0.18","34","119010","3268185","21299","69690","0","57770","2909","95395","256","1719","0","1382","2018-09-03 12:25:55"
"20","13691","0.18","35","121930","3363569","21555","72020","0","59705","2919","95384","256","2330","0","1935","2018-09-03 12:25:58"
"21","14074","0.18","36","124491","3459264","21726","73635","0","61172","2561","95695","171","1615","0","1467","2018-09-03 12:26:01"
"22","14459","0.18","37","127134","3554972","21897","75888","0","63139","2643","95708","171","2253","0","1967","2018-09-03 12:26:04"
"23","14842","0.18","38","134137","3646226","25603","78191","0","64674","7002","91254","3706","2303","0","1535","2018-09-03 12:26:07"
"24","15226","0.18","39","136910","3741756","25866","80532","0","66732","2772","95530","263","2341","0","2058","2018-09-03 12:26:10"
"25","15610","0.18","40","139147","3837872","25952","82457","0","68571","2234","96116","86","1922","0","1839","2018-09-03 12:26:13"
"26","15994","0.18","41","142055","3933267","26209","84793","0","70513","2908","95395","257","2336","0","1942","2018-09-03 12:26:16"
"27","16378","0.18","42","145343","4028235","26587","86621","0","71976","3287","94968","378","1827","0","1463","2018-09-03 12:26:19"
"28","16762","0.18","43","147602","4124332","26672","88758","0","73931","2258","96097","85","2137","0","1955","2018-09-03 12:26:22"
"29","17146","0.18","44","150639","4219548","26933","90629","0","75550","3037","95216","261","1871","0","1619","2018-09-03 12:26:25"
"30","17531","0.18","45","152882","4315660","27020","92874","0","77613","2242","96112","87","2245","0","2063","2018-09-03 12:26:28"
"31","17914","0.18","46","155427","4411368","27193","94486","0","79068","2542","95708","173","1609","0","1455","2018-09-03 12:26:31"
"32","18299","0.18","47","158025","4507125","27367","96725","0","81019","2598","95757","174","2239","0","1951","2018-09-03 12:26:34"
"33","18682","0.18","48","160976","4602478","27628","98445","0","82485","2950","95353","261","1719","0","1466","2018-09-03 12:26:37"
"34","19066","0.18","49","163903","4697854","27889","100894","0","84538","2926","95376","261","2449","0","2053","2018-09-03 12:26:40"
"35","19451","0.18","50","166852","4793210","28150","102765","0","86156","2949","95356","261","1871","0","1618","2018-09-03 12:26:43"
"36","19834","0.18","51","169864","4888502","28411","105142","0","88134","3012","95292","261","2377","0","1978","2018-09-03 12:26:46"
"37","20218","0.18","52","172394","4984224","28585","106854","0","89701","2530","95722","174","1712","0","1567","2018-09-03 12:26:49"
"38","20602","0.18","53","175031","5079943","28759","109204","0","91764","2636","95719","174","2350","0","2063","2018-09-03 12:26:52"
