"id","clock_time","linkaddr_node_addr","seqno","all_cpu","all_lpm","all_transmit","all_listen","all_idle_transmit","all_idle_listen","cpu","lpm","transmit","listen","idle_transmit","idle_listen","date"
"1","1381114","0.18","3596","9844720","343701301","721250","9045789","0","8214203","2105","96166","0","3844","0","3884","2018-09-03 15:24:01"
"2","1381498","0.18","3597","9846752","343797605","721250","9049717","0","8218091","2031","96304","0","3928","0","3888","2018-09-03 15:24:04"
"3","1381882","0.18","3598","9848769","343893839","721250","9053703","0","8222131","2016","96234","0","3986","0","4040","2018-09-03 15:24:07"
"4","1382266","0.18","3599","9850907","343990058","721250","9057796","0","8226170","2137","96219","0","4092","0","4039","2018-09-03 15:24:10"
"5","1382650","0.18","3600","9853036","344086180","721250","9061636","0","8230064","2128","96122","0","3840","0","3894","2018-09-03 15:24:13"
"6","1383034","0.18","3601","9855104","344182466","721250","9065571","0","8233946","2068","96286","0","3934","0","3882","2018-09-03 15:24:16"
"7","1383419","0.18","3602","9857281","344278598","721250","9069470","0","8237843","2174","96132","0","3898","0","3897","2018-09-03 15:24:19"
"8","1383802","0.18","3603","9859418","344374711","721250","9072850","0","8241277","2137","96113","0","3379","0","3434","2018-09-03 15:24:22"
"9","1384186","0.18","3604","9861570","344470883","721250","9076442","0","8244772","2152","96172","0","3591","0","3495","2018-09-03 15:24:25"
"10","1384570","0.18","3605","9863603","344567186","721250","9080666","0","8249040","2032","96303","0","4224","0","4268","2018-09-03 15:24:28"
"11","1384954","0.18","3606","9865639","344663402","721250","9084725","0","8253152","2035","96216","0","4059","0","4112","2018-09-03 15:24:31"
"12","1385338","0.18","3607","9867875","344759540","721250","9088320","0","8256733","2235","96138","0","3594","0","3581","2018-09-03 15:24:34"
"13","1385722","0.18","3608","9870049","344855652","721250","9091992","0","8260327","2174","96112","0","3672","0","3594","2018-09-03 15:24:37"
"14","1386106","0.18","3609","9872060","344951892","721250","9096067","0","8264285","2010","96240","0","4075","0","3958","2018-09-03 15:24:40"
"15","1386490","0.18","3610","9874267","345048042","721250","9099691","0","8268065","2206","96150","0","3623","0","3780","2018-09-03 15:24:43"
"16","1386874","0.18","3611","9876529","345144085","721250","9103096","0","8271470","2261","96043","0","3405","0","3405","2018-09-03 15:24:46"
"17","1387259","0.18","3612","9878691","345240227","721250","9106839","0","8275212","2162","96142","0","3742","0","3742","2018-09-03 15:24:49"
"18","1387642","0.18","3613","9880775","345336394","721250","9110366","0","8278708","2083","96167","0","3527","0","3496","2018-09-03 15:24:52"
"19","1388026","0.18","3614","9882941","345432584","721250","9114155","0","8282529","2166","96190","0","3788","0","3821","2018-09-03 15:24:55"
"20","1388410","0.18","3615","9884971","345528805","721250","9118043","0","8286471","2029","96221","0","3888","0","3942","2018-09-03 15:24:58"
"21","1388795","0.18","3616","9887138","345624998","721250","9121982","0","8290354","2166","96193","0","3938","0","3883","2018-09-03 15:25:01"
"22","1389178","0.18","3617","9889188","345721197","721250","9125657","0","8294084","2050","96199","0","3674","0","3730","2018-09-03 15:25:04"
"23","1389562","0.18","3618","9891281","345817460","721250","9129750","0","8298124","2092","96263","0","4092","0","4040","2018-09-03 15:25:07"
"24","1389946","0.18","3619","9893334","345913659","721250","9133422","0","8301849","2052","96199","0","3672","0","3725","2018-09-03 15:25:10"
"25","1390330","0.18","3620","9895622","346009727","721250","9136919","0","8305293","2287","96068","0","3496","0","3444","2018-09-03 15:25:13"
"26","1390714","0.18","3621","9897624","346105977","721250","9140907","0","8309334","2001","96250","0","3988","0","4041","2018-09-03 15:25:16"
"27","1391098","0.18","3622","9899781","346202176","721250","9145011","0","8313385","2156","96199","0","4103","0","4051","2018-09-03 15:25:19"
"28","1391482","0.18","3623","9901872","346298336","721250","9148840","0","8317268","2090","96160","0","3829","0","3883","2018-09-03 15:25:22"
"29","1391866","0.18","3624","9903945","346394639","721250","9152738","0","8321151","2073","96303","0","3897","0","3883","2018-09-03 15:25:25"
"30","1392250","0.18","3625","9906092","346490777","721250","9156507","0","8324841","2146","96138","0","3769","0","3690","2018-09-03 15:25:28"
"31","1392634","0.18","3626","9908232","346586962","721250","9160532","0","8328943","2139","96185","0","4025","0","4102","2018-09-03 15:25:31"
"32","1393018","0.18","3627","9910255","346683169","721250","9164400","0","8332828","2023","96207","0","3868","0","3885","2018-09-03 15:25:34"
"33","1393402","0.18","3628","9912363","346779366","721250","9168286","0","8336713","2107","96197","0","3885","0","3885","2018-09-03 15:25:37"
"34","1393786","0.18","3629","9914394","346875691","721250","9172378","0","8340714","2031","96325","0","4091","0","4001","2018-09-03 15:25:40"
"35","1394170","0.18","3630","9916456","346971933","721250","9176722","0","8345096","2061","96242","0","4344","0","4382","2018-09-03 15:25:43"
"36","1394554","0.18","3631","9918541","347068100","721250","9180720","0","8349147","2084","96167","0","3998","0","4051","2018-09-03 15:25:46"
"37","1394938","0.18","3632","9920593","347164404","721250","9184656","0","8352992","2052","96304","0","3935","0","3845","2018-09-03 15:25:49"
"38","1395322","0.18","3633","9922628","347260620","721250","9188486","0","8356914","2034","96216","0","3830","0","3922","2018-09-03 15:25:52"
"39","1395706","0.18","3634","9924767","347356785","721250","9192371","0","8360799","2138","96165","0","3884","0","3885","2018-09-03 15:25:55"
"40","1396091","0.18","3635","9926884","347453045","721250","9196291","0","8364658","2117","96260","0","3919","0","3859","2018-09-03 15:25:58"
"41","1396474","0.18","3636","9928863","347549298","721250","9200310","0","8368737","1978","96253","0","4019","0","4079","2018-09-03 15:26:01"
"42","1396859","0.18","3637","9930993","347645525","721250","9204255","0","8372629","2130","96227","0","3945","0","3892","2018-09-03 15:26:04"
"43","1397242","0.18","3638","9933025","347741744","721250","9208083","0","8376510","2032","96219","0","3827","0","3881","2018-09-03 15:26:07"
"44","1397626","0.18","3639","9935141","347837985","721250","9212036","0","8380410","2116","96241","0","3953","0","3900","2018-09-03 15:26:10"
"45","1398010","0.18","3640","9937171","347934227","721250","9216197","0","8384609","2030","96242","0","4160","0","4199","2018-09-03 15:26:13"
"46","1398394","0.18","3641","9939249","348030431","721250","9220065","0","8388493","2078","96204","0","3868","0","3884","2018-09-03 15:26:16"
"47","1398778","0.18","3642","9941325","348126713","721250","9223891","0","8392225","2076","96282","0","3825","0","3732","2018-09-03 15:26:19"
"48","1399162","0.18","3643","9943517","348222771","721250","9227104","0","8395532","2191","96058","0","3213","0","3307","2018-09-03 15:26:22"
"49","1399546","0.18","3644","9945572","348319070","721250","9231036","0","8399414","2055","96299","0","3931","0","3882","2018-09-03 15:26:25"
