"id","det_int","det_int_redundant","date"
"1","40","40","2018-07-01 09:52:08"
"2","40","40","2018-07-01 09:52:17"
"3","40","40","2018-07-01 09:52:29"
"4","40","40","2018-07-01 09:52:36"
"5","40","40","2018-07-01 09:52:51"
"6","40","40","2018-07-01 09:53:01"
"7","40","40","2018-07-01 09:53:14"
"8","40","40","2018-07-01 09:53:27"
"9","40","40","2018-07-01 09:53:37"
"10","40","40","2018-07-01 09:53:43"
"11","30","30","2018-07-01 09:53:54"
"12","30","30","2018-07-01 09:54:03"
"13","40","40","2018-07-01 09:54:15"
"14","40","40","2018-07-01 09:54:23"
"15","40","40","2018-07-01 09:54:33"
"16","40","40","2018-07-01 09:54:43"
"17","40","40","2018-07-01 09:54:58"
"18","40","40","2018-07-01 09:55:11"
"19","40","40","2018-07-01 09:55:26"
"20","40","40","2018-07-01 09:55:37"
"21","40","40","2018-07-01 09:55:50"
"22","40","40","2018-07-01 09:56:03"
"23","40","40","2018-07-01 09:56:11"
"24","40","40","2018-07-01 09:56:21"
"25","40","40","2018-07-01 09:56:33"
"26","40","40","2018-07-01 09:56:44"
"27","40","40","2018-07-01 09:56:54"
"28","40","40","2018-07-01 09:57:06"
"29","40","40","2018-07-01 09:57:16"
"30","40","40","2018-07-01 09:57:27"
"31","40","40","2018-07-01 09:57:38"
"32","30","30","2018-07-01 09:57:48"
"33","30","30","2018-07-01 09:58:00"
"34","30","30","2018-07-01 09:58:09"
"35","30","30","2018-07-01 09:58:16"
"36","30","30","2018-07-01 09:58:26"
"37","30","30","2018-07-01 09:58:36"
"38","30","30","2018-07-01 09:58:47"
"39","30","30","2018-07-01 09:58:57"
"40","30","30","2018-07-01 09:59:09"
"41","30","30","2018-07-01 09:59:18"
"42","30","30","2018-07-01 09:59:29"
"43","30","30","2018-07-01 09:59:42"
"44","30","30","2018-07-01 09:59:54"
"45","40","40","2018-07-01 10:00:08"
"46","40","40","2018-07-01 10:00:14"
"47","40","40","2018-07-01 10:00:23"
"48","40","40","2018-07-01 10:00:34"
"49","40","40","2018-07-01 10:00:48"
"50","40","40","2018-07-01 10:00:58"
"51","40","40","2018-07-01 10:01:10"
"52","40","40","2018-07-01 10:01:21"
"53","40","40","2018-07-01 10:01:32"
"54","40","40","2018-07-01 10:01:41"
"55","40","40","2018-07-01 10:01:50"
"56","40","40","2018-07-01 10:01:59"
"57","40","40","2018-07-01 10:02:10"
"58","40","40","2018-07-01 10:02:22"
"59","40","40","2018-07-01 10:02:32"
"60","40","40","2018-07-01 10:02:44"
"61","30","30","2018-07-01 10:02:51"
"62","30","30","2018-07-01 10:03:01"
"63","30","30","2018-07-01 10:03:10"
"64","40","40","2018-07-01 10:03:21"
"65","40","40","2018-07-01 10:03:32"
"66","40","40","2018-07-01 10:03:39"
"67","40","40","2018-07-01 10:03:48"
"68","40","40","2018-07-01 10:03:58"
"69","40","40","2018-07-01 10:04:08"
"70","40","40","2018-07-01 10:04:20"
"71","40","40","2018-07-01 10:04:30"
"72","40","40","2018-07-01 10:04:41"
"73","40","40","2018-07-01 10:04:51"
"74","40","40","2018-07-01 10:05:01"
"75","40","40","2018-07-01 10:05:09"
"76","40","40","2018-07-01 10:05:20"
"77","40","40","2018-07-01 10:05:32"
"78","40","40","2018-07-01 10:05:42"
"79","40","40","2018-07-01 10:05:51"
"80","40","40","2018-07-01 10:06:00"
"81","40","40","2018-07-01 10:06:08"
"82","40","40","2018-07-01 10:06:18"
"83","40","40","2018-07-01 10:06:31"
"84","30","30","2018-07-01 10:06:41"
"85","30","30","2018-07-01 10:06:51"
"86","30","30","2018-07-01 10:07:03"
"87","40","40","2018-07-01 10:07:14"
"88","40","40","2018-07-01 10:07:25"
"89","40","40","2018-07-01 10:07:35"
"90","40","40","2018-07-01 10:07:46"
"91","40","40","2018-07-01 10:07:57"
"92","40","40","2018-07-01 10:08:08"
"93","40","40","2018-07-01 10:08:16"
"94","40","40","2018-07-01 10:08:27"
"95","40","40","2018-07-01 10:08:36"
"96","40","40","2018-07-01 10:08:48"
"97","40","40","2018-07-01 10:08:59"
"98","30","30","2018-07-01 10:09:08"
"99","40","40","2018-07-01 10:09:16"
"100","40","40","2018-07-01 10:09:23"
"101","40","40","2018-07-01 10:09:36"
"102","40","40","2018-07-01 10:09:44"
"103","40","40","2018-07-01 10:09:55"
"104","40","40","2018-07-01 10:10:03"
"105","40","40","2018-07-01 10:10:12"
"106","40","40","2018-07-01 10:10:22"
"107","40","40","2018-07-01 10:10:34"
"108","40","40","2018-07-01 10:10:42"
"109","40","40","2018-07-01 10:10:54"
"110","40","40","2018-07-01 10:11:02"
"111","40","40","2018-07-01 10:11:11"
"112","40","40","2018-07-01 10:11:25"
"113","40","40","2018-07-01 10:11:32"
"114","40","40","2018-07-01 10:11:41"
"115","40","40","2018-07-01 10:11:53"
"116","30","30","2018-07-01 10:12:05"
"117","40","40","2018-07-01 10:12:12"
"118","40","40","2018-07-01 10:12:22"
"119","40","40","2018-07-01 10:12:35"
"120","40","40","2018-07-01 10:12:44"
"121","40","40","2018-07-01 10:12:55"
"122","40","40","2018-07-01 10:13:06"
"123","40","40","2018-07-01 10:13:15"
"124","30","30","2018-07-01 10:13:24"
"125","40","40","2018-07-01 10:13:37"
"126","40","40","2018-07-01 10:13:47"
"127","40","40","2018-07-01 10:13:55"
"128","40","40","2018-07-01 10:14:05"
"129","40","40","2018-07-01 10:14:15"
"130","40","40","2018-07-01 10:14:29"
"131","40","40","2018-07-01 10:14:42"
"132","40","40","2018-07-01 10:14:54"
"133","40","40","2018-07-01 10:15:08"
"134","40","40","2018-07-01 10:15:19"
"135","40","40","2018-07-01 10:15:28"
"136","40","40","2018-07-01 10:15:36"
"137","40","40","2018-07-01 10:15:49"
"138","40","40","2018-07-01 10:16:01"
"139","40","40","2018-07-01 10:16:14"
"140","40","40","2018-07-01 10:16:25"
"141","40","40","2018-07-01 10:16:32"
"142","40","40","2018-07-01 10:16:40"
"143","40","40","2018-07-01 10:16:49"
"144","40","40","2018-07-01 10:17:02"
"145","40","40","2018-07-01 10:17:13"
"146","40","40","2018-07-01 10:17:26"
"147","40","40","2018-07-01 10:17:37"
"148","40","40","2018-07-01 10:17:47"
"149","40","40","2018-07-01 10:18:00"
"150","40","40","2018-07-01 10:18:07"
"151","40","40","2018-07-01 10:18:18"
"152","50","50","2018-07-01 10:18:32"
"153","50","50","2018-07-01 10:18:42"
"154","50","50","2018-07-01 10:18:51"
"155","40","40","2018-07-01 10:19:02"
"156","40","40","2018-07-01 10:19:13"
"157","40","40","2018-07-01 10:19:25"
"158","40","40","2018-07-01 10:19:38"
"159","40","40","2018-07-01 10:19:48"
"160","40","40","2018-07-01 10:20:02"
"161","40","40","2018-07-01 10:20:14"
"162","40","40","2018-07-01 10:20:23"
"163","40","40","2018-07-01 10:20:32"
"164","40","40","2018-07-01 10:20:41"
"165","40","40","2018-07-01 10:20:51"
"166","40","40","2018-07-01 10:21:02"
"167","40","40","2018-07-01 10:21:15"
"168","40","40","2018-07-01 10:21:27"
"169","30","30","2018-07-01 10:21:36"
"170","30","30","2018-07-01 10:21:49"
"171","30","30","2018-07-01 10:22:00"
"172","30","30","2018-07-01 10:22:09"
"173","30","30","2018-07-01 10:22:19"
"174","30","30","2018-07-01 10:22:29"
"175","30","30","2018-07-01 10:22:39"
