"id","det_int","det_int_redundant","date"
"1","50","50","2018-07-01 10:37:57"
"2","50","50","2018-07-01 10:38:03"
"3","50","50","2018-07-01 10:38:14"
"4","50","50","2018-07-01 10:38:25"
"5","50","50","2018-07-01 10:38:33"
"6","50","50","2018-07-01 10:38:45"
"7","50","50","2018-07-01 10:38:52"
"8","50","50","2018-07-01 10:39:04"
"9","50","50","2018-07-01 10:39:14"
"10","50","50","2018-07-01 10:39:25"
"11","50","50","2018-07-01 10:39:34"
"12","50","50","2018-07-01 10:39:41"
"13","50","50","2018-07-01 10:39:51"
"14","50","50","2018-07-01 10:40:01"
"15","50","50","2018-07-01 10:40:11"
"16","50","50","2018-07-01 10:40:18"
"17","50","50","2018-07-01 10:40:32"
"18","50","50","2018-07-01 10:40:42"
"19","50","50","2018-07-01 10:40:53"
"20","50","50","2018-07-01 10:41:05"
"21","50","50","2018-07-01 10:41:14"
"22","50","50","2018-07-01 10:41:25"
"23","50","50","2018-07-01 10:41:35"
"24","50","50","2018-07-01 10:41:45"
"25","50","50","2018-07-01 10:41:58"
"26","50","50","2018-07-01 10:42:10"
"27","50","50","2018-07-01 10:42:23"
"28","50","50","2018-07-01 10:42:33"
"29","50","50","2018-07-01 10:42:44"
"30","50","50","2018-07-01 10:42:53"
"31","50","50","2018-07-01 10:43:05"
"32","50","50","2018-07-01 10:43:15"
"33","50","50","2018-07-01 10:43:26"
"34","50","50","2018-07-01 10:43:35"
"35","50","50","2018-07-01 10:43:44"
"36","50","50","2018-07-01 10:43:53"
"37","50","50","2018-07-01 10:44:03"
"38","50","50","2018-07-01 10:44:15"
"39","50","50","2018-07-01 10:44:25"
"40","50","50","2018-07-01 10:44:35"
"41","50","50","2018-07-01 10:44:46"
"42","50","50","2018-07-01 10:44:55"
"43","50","50","2018-07-01 10:45:09"
"44","50","50","2018-07-01 10:45:21"
"45","50","50","2018-07-01 10:45:31"
"46","50","50","2018-07-01 10:45:40"
"47","50","50","2018-07-01 10:45:52"
"48","50","50","2018-07-01 10:46:03"
"49","50","50","2018-07-01 10:46:13"
"50","50","50","2018-07-01 10:46:24"
"51","50","50","2018-07-01 10:46:33"
"52","50","50","2018-07-01 10:46:46"
"53","50","50","2018-07-01 10:46:56"
"54","50","50","2018-07-01 10:47:11"
"55","50","50","2018-07-01 10:47:16"
"56","50","50","2018-07-01 10:47:29"
"57","50","50","2018-07-01 10:47:40"
"58","50","50","2018-07-01 10:47:51"
"59","50","50","2018-07-01 10:48:04"
"60","50","50","2018-07-01 10:48:17"
"61","50","50","2018-07-01 10:48:25"
"62","50","50","2018-07-01 10:48:34"
"63","50","50","2018-07-01 10:48:45"
"64","50","50","2018-07-01 10:48:55"
"65","50","50","2018-07-01 10:49:03"
"66","50","50","2018-07-01 10:49:11"
"67","50","50","2018-07-01 10:49:20"
"68","50","50","2018-07-01 10:49:33"
"69","50","50","2018-07-01 10:49:46"
"70","50","50","2018-07-01 10:49:55"
"71","50","50","2018-07-01 10:50:06"
"72","50","50","2018-07-01 10:50:17"
"73","50","50","2018-07-01 10:50:27"
"74","50","50","2018-07-01 10:50:35"
"75","50","50","2018-07-01 10:50:45"
"76","40","40","2018-07-01 10:50:57"
"77","50","50","2018-07-01 10:51:09"
"78","50","50","2018-07-01 10:51:17"
"79","50","50","2018-07-01 10:51:27"
"80","50","50","2018-07-01 10:51:37"
"81","50","50","2018-07-01 10:51:49"
"82","50","50","2018-07-01 10:51:56"
"83","50","50","2018-07-01 10:52:05"
"84","50","50","2018-07-01 10:52:17"
"85","50","50","2018-07-01 10:52:28"
"86","50","50","2018-07-01 10:52:41"
"87","40","40","2018-07-01 10:52:54"
"88","50","50","2018-07-01 10:53:07"
"89","50","50","2018-07-01 10:53:15"
"90","50","50","2018-07-01 10:53:26"
"91","50","50","2018-07-01 10:53:37"
"92","50","50","2018-07-01 10:53:52"
"93","50","50","2018-07-01 10:54:01"
"94","50","50","2018-07-01 10:54:12"
"95","50","50","2018-07-01 10:54:25"
"96","50","50","2018-07-01 10:54:37"
"97","50","50","2018-07-01 10:54:45"
"98","50","50","2018-07-01 10:54:58"
"99","60","60","2018-07-01 10:55:07"
"100","50","50","2018-07-01 10:55:16"
"101","50","50","2018-07-01 10:55:26"
"102","50","50","2018-07-01 10:55:38"
"103","50","50","2018-07-01 10:55:50"
"104","50","50","2018-07-01 10:56:00"
"105","50","50","2018-07-01 10:56:09"
"106","50","50","2018-07-01 10:56:19"
"107","50","50","2018-07-01 10:56:29"
"108","50","50","2018-07-01 10:56:41"
"109","50","50","2018-07-01 10:56:53"
"110","50","50","2018-07-01 10:57:04"
"111","50","50","2018-07-01 10:57:12"
"112","50","50","2018-07-01 10:57:25"
"113","50","50","2018-07-01 10:57:37"
"114","50","50","2018-07-01 10:57:47"
"115","50","50","2018-07-01 10:57:58"
"116","50","50","2018-07-01 10:58:08"
"117","50","50","2018-07-01 10:58:19"
"118","50","50","2018-07-01 10:58:31"
"119","50","50","2018-07-01 10:58:43"
"120","50","50","2018-07-01 10:58:54"
"121","50","50","2018-07-01 10:59:03"
"122","50","50","2018-07-01 10:59:16"
"123","50","50","2018-07-01 10:59:28"
"124","50","50","2018-07-01 10:59:39"
"125","50","50","2018-07-01 10:59:52"
"126","50","50","2018-07-01 11:00:03"
"127","50","50","2018-07-01 11:00:11"
"128","50","50","2018-07-01 11:00:22"
"129","50","50","2018-07-01 11:00:32"
"130","50","50","2018-07-01 11:00:43"
"131","50","50","2018-07-01 11:00:51"
"132","50","50","2018-07-01 11:01:03"
"133","50","50","2018-07-01 11:01:14"
"134","50","50","2018-07-01 11:01:24"
"135","50","50","2018-07-01 11:01:33"
"136","50","50","2018-07-01 11:01:42"
"137","50","50","2018-07-01 11:01:54"
"138","50","50","2018-07-01 11:02:04"
"139","60","60","2018-07-01 11:02:15"
"140","50","50","2018-07-01 11:02:24"
"141","60","60","2018-07-01 11:02:38"
"142","50","50","2018-07-01 11:02:49"
"143","60","60","2018-07-01 11:02:58"
"144","50","50","2018-07-01 11:03:06"
"145","50","50","2018-07-01 11:03:16"
"146","50","50","2018-07-01 11:03:26"
"147","50","50","2018-07-01 11:03:32"
"148","50","50","2018-07-01 11:03:43"
"149","50","50","2018-07-01 11:03:55"
"150","50","50","2018-07-01 11:04:08"
"151","50","50","2018-07-01 11:04:17"
"152","50","50","2018-07-01 11:04:25"
"153","50","50","2018-07-01 11:04:37"
"154","50","50","2018-07-01 11:04:47"
"155","50","50","2018-07-01 11:04:57"
"156","50","50","2018-07-01 11:05:09"
"157","50","50","2018-07-01 11:05:21"
"158","50","50","2018-07-01 11:05:33"
"159","50","50","2018-07-01 11:05:43"
"160","50","50","2018-07-01 11:05:54"
"161","50","50","2018-07-01 11:06:07"
"162","50","50","2018-07-01 11:06:17"
"163","50","50","2018-07-01 11:06:29"
"164","50","50","2018-07-01 11:06:40"
"165","50","50","2018-07-01 11:06:51"
"166","50","50","2018-07-01 11:07:00"
"167","50","50","2018-07-01 11:07:13"
"168","50","50","2018-07-01 11:07:23"
"169","50","50","2018-07-01 11:07:28"
"170","50","50","2018-07-01 11:07:35"
"171","50","50","2018-07-01 11:07:45"
"172","50","50","2018-07-01 11:07:57"
"173","40","40","2018-07-01 11:08:07"
"174","40","40","2018-07-01 11:08:17"
"175","40","40","2018-07-01 11:08:27"
