"id","det_int","det_int_redundant","date"
"1","80","80","2018-07-01 13:13:52"
"2","80","80","2018-07-01 13:13:59"
"3","80","80","2018-07-01 13:14:08"
"4","80","80","2018-07-01 13:14:17"
"5","80","80","2018-07-01 13:14:28"
"6","80","80","2018-07-01 13:14:38"
"7","80","80","2018-07-01 13:14:50"
"8","70","70","2018-07-01 13:15:00"
"9","80","80","2018-07-01 13:15:14"
"10","80","80","2018-07-01 13:15:26"
"11","80","80","2018-07-01 13:15:36"
"12","70","70","2018-07-01 13:15:49"
"13","80","80","2018-07-01 13:15:59"
"14","80","80","2018-07-01 13:16:09"
"15","80","80","2018-07-01 13:16:22"
"16","80","80","2018-07-01 13:16:33"
"17","80","80","2018-07-01 13:16:41"
"18","80","80","2018-07-01 13:16:52"
"19","80","80","2018-07-01 13:17:03"
"20","80","80","2018-07-01 13:17:17"
"21","80","80","2018-07-01 13:17:32"
"22","80","80","2018-07-01 13:17:45"
"23","80","80","2018-07-01 13:17:54"
"24","90","90","2018-07-01 13:18:08"
"25","90","90","2018-07-01 13:18:21"
"26","90","90","2018-07-01 13:18:32"
"27","90","90","2018-07-01 13:18:44"
"28","100","100","2018-07-01 13:18:51"
"29","90","90","2018-07-01 13:19:04"
"30","90","90","2018-07-01 13:19:15"
"31","80","80","2018-07-01 13:19:22"
"32","80","80","2018-07-01 13:19:33"
"33","80","80","2018-07-01 13:19:42"
"34","80","80","2018-07-01 13:19:54"
"35","80","80","2018-07-01 13:20:07"
"36","80","80","2018-07-01 13:20:14"
"37","80","80","2018-07-01 13:20:26"
"38","80","80","2018-07-01 13:20:37"
"39","70","70","2018-07-01 13:20:50"
"40","70","70","2018-07-01 13:21:02"
"41","70","70","2018-07-01 13:21:12"
"42","100","100","2018-07-01 13:21:28"
"43","100","100","2018-07-01 13:21:38"
"44","90","90","2018-07-01 13:21:49"
"45","80","80","2018-07-01 13:21:57"
"46","80","80","2018-07-01 13:22:05"
"47","80","80","2018-07-01 13:22:12"
"48","80","80","2018-07-01 13:22:23"
"49","80","80","2018-07-01 13:22:33"
"50","80","80","2018-07-01 13:22:42"
"51","80","80","2018-07-01 13:22:52"
"52","80","80","2018-07-01 13:23:00"
"53","80","80","2018-07-01 13:23:11"
"54","80","80","2018-07-01 13:23:22"
"55","80","80","2018-07-01 13:23:32"
"56","80","80","2018-07-01 13:23:40"
"57","80","80","2018-07-01 13:23:51"
"58","80","80","2018-07-01 13:24:00"
"59","80","80","2018-07-01 13:24:16"
"60","80","80","2018-07-01 13:24:27"
"61","80","80","2018-07-01 13:24:31"
"62","80","80","2018-07-01 13:24:41"
"63","80","80","2018-07-01 13:24:49"
"64","80","80","2018-07-01 13:24:59"
"65","90","90","2018-07-01 13:25:07"
"66","80","80","2018-07-01 13:25:20"
"67","90","90","2018-07-01 13:25:30"
"68","80","80","2018-07-01 13:25:42"
"69","90","90","2018-07-01 13:25:54"
"70","90","90","2018-07-01 13:26:04"
"71","90","90","2018-07-01 13:26:12"
"72","90","90","2018-07-01 13:26:22"
"73","90","90","2018-07-01 13:26:33"
"74","90","90","2018-07-01 13:26:44"
"75","90","90","2018-07-01 13:26:54"
"76","90","90","2018-07-01 13:27:05"
"77","80","80","2018-07-01 13:27:21"
"78","80","80","2018-07-01 13:27:34"
"79","90","90","2018-07-01 13:27:47"
"80","90","90","2018-07-01 13:27:58"
"81","90","90","2018-07-01 13:28:07"
"82","90","90","2018-07-01 13:28:22"
"83","90","90","2018-07-01 13:28:31"
"84","90","90","2018-07-01 13:28:42"
"85","90","90","2018-07-01 13:28:51"
"86","80","80","2018-07-01 13:29:01"
"87","80","80","2018-07-01 13:29:11"
"88","80","80","2018-07-01 13:29:22"
"89","90","90","2018-07-01 13:29:36"
"90","80","80","2018-07-01 13:29:46"
"91","80","80","2018-07-01 13:29:56"
"92","80","80","2018-07-01 13:30:08"
"93","80","80","2018-07-01 13:30:16"
"94","80","80","2018-07-01 13:30:24"
"95","80","80","2018-07-01 13:30:36"
"96","80","80","2018-07-01 13:30:48"
"97","80","80","2018-07-01 13:30:59"
"98","80","80","2018-07-01 13:31:11"
"99","80","80","2018-07-01 13:31:21"
"100","80","80","2018-07-01 13:31:31"
"101","80","80","2018-07-01 13:31:39"
"102","80","80","2018-07-01 13:31:52"
"103","80","80","2018-07-01 13:32:05"
"104","80","80","2018-07-01 13:32:16"
"105","80","80","2018-07-01 13:32:26"
"106","80","80","2018-07-01 13:32:41"
"107","80","80","2018-07-01 13:32:48"
"108","80","80","2018-07-01 13:33:02"
"109","80","80","2018-07-01 13:33:15"
"110","80","80","2018-07-01 13:33:27"
"111","80","80","2018-07-01 13:33:35"
"112","80","80","2018-07-01 13:33:44"
"113","80","80","2018-07-01 13:33:54"
"114","80","80","2018-07-01 13:34:06"
"115","80","80","2018-07-01 13:34:17"
"116","80","80","2018-07-01 13:34:27"
"117","80","80","2018-07-01 13:34:38"
"118","80","80","2018-07-01 13:34:48"
"119","80","80","2018-07-01 13:34:59"
"120","80","80","2018-07-01 13:35:08"
"121","80","80","2018-07-01 13:35:18"
"122","80","80","2018-07-01 13:35:30"
"123","70","70","2018-07-01 13:35:39"
"124","70","70","2018-07-01 13:35:45"
"125","70","70","2018-07-01 13:35:55"
"126","70","70","2018-07-01 13:36:06"
"127","70","70","2018-07-01 13:36:19"
"128","80","80","2018-07-01 13:36:28"
"129","80","80","2018-07-01 13:36:40"
"130","80","80","2018-07-01 13:36:51"
"131","80","80","2018-07-01 13:37:03"
"132","80","80","2018-07-01 13:37:16"
"133","80","80","2018-07-01 13:37:24"
"134","80","80","2018-07-01 13:37:35"
"135","80","80","2018-07-01 13:37:46"
"136","80","80","2018-07-01 13:37:58"
"137","80","80","2018-07-01 13:38:11"
"138","80","80","2018-07-01 13:38:23"
"139","80","80","2018-07-01 13:38:29"
"140","80","80","2018-07-01 13:38:39"
"141","80","80","2018-07-01 13:38:49"
"142","70","70","2018-07-01 13:38:57"
"143","70","70","2018-07-01 13:39:07"
"144","70","70","2018-07-01 13:39:16"
"145","80","80","2018-07-01 13:39:26"
"146","80","80","2018-07-01 13:39:34"
"147","80","80","2018-07-01 13:39:44"
"148","80","80","2018-07-01 13:39:55"
"149","80","80","2018-07-01 13:40:07"
"150","80","80","2018-07-01 13:40:13"
"151","80","80","2018-07-01 13:40:24"
"152","80","80","2018-07-01 13:40:34"
"153","80","80","2018-07-01 13:40:44"
"154","80","80","2018-07-01 13:41:00"
"155","80","80","2018-07-01 13:41:10"
"156","80","80","2018-07-01 13:41:18"
"157","80","80","2018-07-01 13:41:26"
"158","80","80","2018-07-01 13:41:35"
"159","80","80","2018-07-01 13:41:47"
"160","80","80","2018-07-01 13:41:59"
"161","80","80","2018-07-01 13:42:11"
"162","80","80","2018-07-01 13:42:23"
"163","80","80","2018-07-01 13:42:33"
"164","80","80","2018-07-01 13:42:42"
"165","80","80","2018-07-01 13:42:57"
"166","80","80","2018-07-01 13:43:06"
"167","80","80","2018-07-01 13:43:16"
"168","80","80","2018-07-01 13:43:27"
"169","80","80","2018-07-01 13:43:40"
"170","80","80","2018-07-01 13:43:52"
"171","80","80","2018-07-01 13:44:03"
"172","80","80","2018-07-01 13:44:15"
"173","80","80","2018-07-01 13:44:23"
"174","80","80","2018-07-01 13:44:37"
"175","80","80","2018-07-01 13:44:48"
