"id","det_int","det_int_redundant","date"
"1","90","90","2018-07-01 13:57:23"
"2","90","90","2018-07-01 13:57:33"
"3","90","90","2018-07-01 13:57:44"
"4","80","80","2018-07-01 13:57:51"
"5","90","90","2018-07-01 13:58:03"
"6","90","90","2018-07-01 13:58:13"
"7","90","90","2018-07-01 13:58:24"
"8","90","90","2018-07-01 13:58:34"
"9","90","90","2018-07-01 13:58:42"
"10","90","90","2018-07-01 13:58:53"
"11","90","90","2018-07-01 13:59:00"
"12","90","90","2018-07-01 13:59:12"
"13","90","90","2018-07-01 13:59:23"
"14","90","90","2018-07-01 13:59:32"
"15","90","90","2018-07-01 13:59:43"
"16","90","90","2018-07-01 13:59:53"
"17","90","90","2018-07-01 14:00:03"
"18","90","90","2018-07-01 14:00:11"
"19","90","90","2018-07-01 14:00:23"
"20","90","90","2018-07-01 14:00:30"
"21","90","90","2018-07-01 14:00:43"
"22","90","90","2018-07-01 14:00:55"
"23","90","90","2018-07-01 14:01:07"
"24","90","90","2018-07-01 14:01:20"
"25","90","90","2018-07-01 14:01:31"
"26","90","90","2018-07-01 14:01:40"
"27","90","90","2018-07-01 14:01:50"
"28","90","90","2018-07-01 14:02:00"
"29","90","90","2018-07-01 14:02:10"
"30","90","90","2018-07-01 14:02:21"
"31","90","90","2018-07-01 14:02:29"
"32","90","90","2018-07-01 14:02:44"
"33","90","90","2018-07-01 14:02:51"
"34","90","90","2018-07-01 14:03:03"
"35","90","90","2018-07-01 14:03:12"
"36","90","90","2018-07-01 14:03:21"
"37","90","90","2018-07-01 14:03:33"
"38","90","90","2018-07-01 14:03:45"
"39","90","90","2018-07-01 14:03:53"
"40","90","90","2018-07-01 14:04:03"
"41","90","90","2018-07-01 14:04:13"
"42","90","90","2018-07-01 14:04:21"
"43","90","90","2018-07-01 14:04:30"
"44","90","90","2018-07-01 14:04:43"
"45","90","90","2018-07-01 14:04:53"
"46","90","90","2018-07-01 14:05:04"
"47","90","90","2018-07-01 14:05:13"
"48","90","90","2018-07-01 14:05:22"
"49","90","90","2018-07-01 14:05:33"
"50","90","90","2018-07-01 14:05:43"
"51","90","90","2018-07-01 14:05:57"
"52","90","90","2018-07-01 14:06:11"
"53","90","90","2018-07-01 14:06:21"
"54","90","90","2018-07-01 14:06:32"
"55","90","90","2018-07-01 14:06:44"
"56","90","90","2018-07-01 14:06:54"
"57","90","90","2018-07-01 14:07:06"
"58","90","90","2018-07-01 14:07:17"
"59","90","90","2018-07-01 14:07:28"
"60","90","90","2018-07-01 14:07:41"
"61","90","90","2018-07-01 14:07:51"
"62","90","90","2018-07-01 14:07:59"
"63","90","90","2018-07-01 14:08:12"
"64","90","90","2018-07-01 14:08:20"
"65","90","90","2018-07-01 14:08:29"
"66","90","90","2018-07-01 14:08:39"
"67","90","90","2018-07-01 14:08:51"
"68","90","90","2018-07-01 14:09:01"
"69","90","90","2018-07-01 14:09:12"
"70","90","90","2018-07-01 14:09:25"
"71","90","90","2018-07-01 14:09:37"
"72","90","90","2018-07-01 14:09:47"
"73","90","90","2018-07-01 14:09:57"
"74","90","90","2018-07-01 14:10:09"
"75","90","90","2018-07-01 14:10:23"
"76","90","90","2018-07-01 14:10:27"
"77","90","90","2018-07-01 14:10:38"
"78","90","90","2018-07-01 14:10:49"
"79","90","90","2018-07-01 14:11:01"
"80","90","90","2018-07-01 14:11:12"
"81","90","90","2018-07-01 14:11:20"
"82","90","90","2018-07-01 14:11:34"
"83","90","90","2018-07-01 14:11:44"
"84","90","90","2018-07-01 14:11:57"
"85","90","90","2018-07-01 14:12:07"
"86","90","90","2018-07-01 14:12:19"
"87","90","90","2018-07-01 14:12:28"
"88","90","90","2018-07-01 14:12:38"
"89","90","90","2018-07-01 14:12:47"
"90","90","90","2018-07-01 14:13:01"
"91","90","90","2018-07-01 14:13:09"
"92","90","90","2018-07-01 14:13:17"
"93","90","90","2018-07-01 14:13:29"
"94","90","90","2018-07-01 14:13:40"
"95","90","90","2018-07-01 14:13:49"
"96","90","90","2018-07-01 14:13:58"
"97","90","90","2018-07-01 14:14:06"
"98","90","90","2018-07-01 14:14:15"
"99","90","90","2018-07-01 14:14:24"
"100","90","90","2018-07-01 14:14:36"
"101","80","80","2018-07-01 14:14:46"
"102","90","90","2018-07-01 14:14:58"
"103","90","90","2018-07-01 14:15:08"
"104","80","80","2018-07-01 14:15:19"
"105","90","90","2018-07-01 14:15:29"
"106","90","90","2018-07-01 14:15:41"
"107","90","90","2018-07-01 14:15:52"
"108","80","80","2018-07-01 14:15:59"
"109","80","80","2018-07-01 14:16:09"
"110","80","80","2018-07-01 14:16:19"
"111","80","80","2018-07-01 14:16:32"
"112","80","80","2018-07-01 14:16:39"
"113","80","80","2018-07-01 14:16:47"
"114","80","80","2018-07-01 14:17:01"
"115","80","80","2018-07-01 14:17:11"
"116","80","80","2018-07-01 14:17:19"
"117","90","90","2018-07-01 14:17:29"
"118","80","80","2018-07-01 14:17:40"
"119","90","90","2018-07-01 14:17:50"
"120","90","90","2018-07-01 14:17:59"
"121","90","90","2018-07-01 14:18:12"
"122","90","90","2018-07-01 14:18:21"
"123","80","80","2018-07-01 14:18:28"
"124","80","80","2018-07-01 14:18:36"
"125","90","90","2018-07-01 14:18:45"
"126","90","90","2018-07-01 14:18:58"
"127","90","90","2018-07-01 14:19:11"
"128","90","90","2018-07-01 14:19:24"
"129","90","90","2018-07-01 14:19:34"
"130","90","90","2018-07-01 14:19:44"
"131","90","90","2018-07-01 14:19:55"
"132","90","90","2018-07-01 14:20:05"
"133","90","90","2018-07-01 14:20:14"
"134","90","90","2018-07-01 14:20:26"
"135","90","90","2018-07-01 14:20:34"
"136","90","90","2018-07-01 14:20:43"
"137","90","90","2018-07-01 14:20:55"
"138","90","90","2018-07-01 14:21:05"
"139","90","90","2018-07-01 14:21:14"
"140","90","90","2018-07-01 14:21:28"
"141","90","90","2018-07-01 14:21:38"
"142","90","90","2018-07-01 14:21:48"
"143","90","90","2018-07-01 14:21:57"
"144","90","90","2018-07-01 14:22:09"
"145","90","90","2018-07-01 14:22:21"
"146","90","90","2018-07-01 14:22:31"
"147","90","90","2018-07-01 14:22:43"
"148","90","90","2018-07-01 14:22:53"
"149","90","90","2018-07-01 14:23:02"
"150","90","90","2018-07-01 14:23:13"
"151","90","90","2018-07-01 14:23:22"
"152","90","90","2018-07-01 14:23:30"
"153","90","90","2018-07-01 14:23:44"
"154","90","90","2018-07-01 14:23:55"
"155","90","90","2018-07-01 14:24:07"
"156","90","90","2018-07-01 14:24:17"
"157","90","90","2018-07-01 14:24:24"
"158","90","90","2018-07-01 14:24:35"
"159","90","90","2018-07-01 14:24:46"
"160","90","90","2018-07-01 14:24:54"
"161","90","90","2018-07-01 14:25:01"
"162","90","90","2018-07-01 14:25:13"
"163","90","90","2018-07-01 14:25:22"
"164","90","90","2018-07-01 14:25:27"
"165","90","90","2018-07-01 14:25:38"
"166","90","90","2018-07-01 14:25:45"
"167","90","90","2018-07-01 14:25:57"
"168","90","90","2018-07-01 14:26:08"
"169","90","90","2018-07-01 14:26:19"
"170","90","90","2018-07-01 14:26:28"
"171","90","90","2018-07-01 14:26:37"
"172","90","90","2018-07-01 14:26:50"
"173","90","90","2018-07-01 14:27:01"
"174","90","90","2018-07-01 14:27:10"
"175","90","90","2018-07-01 14:27:20"
