"id","det_int","det_int_redundant","date"
"1","20","20","2018-06-29 16:09:13"
"2","20","20","2018-06-29 16:09:25"
"3","20","20","2018-06-29 16:09:38"
"4","20","20","2018-06-29 16:09:50"
"5","20","20","2018-06-29 16:10:02"
"6","20","20","2018-06-29 16:10:11"
"7","20","20","2018-06-29 16:10:19"
"8","20","20","2018-06-29 16:10:29"
"9","20","20","2018-06-29 16:10:37"
"10","20","20","2018-06-29 16:10:46"
"11","20","20","2018-06-29 16:10:59"
"12","20","20","2018-06-29 16:11:07"
"13","20","20","2018-06-29 16:11:17"
"14","10","10","2018-06-29 16:11:29"
"15","20","20","2018-06-29 16:11:41"
"16","20","20","2018-06-29 16:11:52"
"17","20","20","2018-06-29 16:12:01"
"18","20","20","2018-06-29 16:12:13"
"19","20","20","2018-06-29 16:12:25"
"20","20","20","2018-06-29 16:12:33"
"21","20","20","2018-06-29 16:12:42"
"22","20","20","2018-06-29 16:12:53"
"23","20","20","2018-06-29 16:13:02"
"24","20","20","2018-06-29 16:13:09"
"25","20","20","2018-06-29 16:13:22"
"26","20","20","2018-06-29 16:13:35"
"27","20","20","2018-06-29 16:13:45"
"28","20","20","2018-06-29 16:13:57"
"29","20","20","2018-06-29 16:14:06"
"30","20","20","2018-06-29 16:14:17"
"31","20","20","2018-06-29 16:14:25"
"32","20","20","2018-06-29 16:14:34"
"33","20","20","2018-06-29 16:14:46"
"34","20","20","2018-06-29 16:14:57"
"35","20","20","2018-06-29 16:15:07"
"36","20","20","2018-06-29 16:15:15"
"37","20","20","2018-06-29 16:15:24"
"38","20","20","2018-06-29 16:15:36"
"39","20","20","2018-06-29 16:15:47"
"40","20","20","2018-06-29 16:16:00"
"41","20","20","2018-06-29 16:16:11"
"42","20","20","2018-06-29 16:16:19"
"43","20","20","2018-06-29 16:16:28"
"44","20","20","2018-06-29 16:16:35"
"45","20","20","2018-06-29 16:16:47"
"46","20","20","2018-06-29 16:16:58"
"47","20","20","2018-06-29 16:17:09"
"48","20","20","2018-06-29 16:17:22"
"49","10","10","2018-06-29 16:17:33"
"50","10","10","2018-06-29 16:17:44"
"51","10","10","2018-06-29 16:17:56"
"52","10","10","2018-06-29 16:18:07"
"53","10","10","2018-06-29 16:18:17"
"54","10","10","2018-06-29 16:18:24"
"55","10","10","2018-06-29 16:18:34"
"56","10","10","2018-06-29 16:18:41"
"57","10","10","2018-06-29 16:18:53"
"58","10","10","2018-06-29 16:19:00"
"59","10","10","2018-06-29 16:19:09"
"60","10","10","2018-06-29 16:19:15"
"61","10","10","2018-06-29 16:19:27"
"62","10","10","2018-06-29 16:19:37"
"63","10","10","2018-06-29 16:19:49"
"64","10","10","2018-06-29 16:19:59"
"65","10","10","2018-06-29 16:20:09"
"66","10","10","2018-06-29 16:20:18"
"67","10","10","2018-06-29 16:20:30"
"68","10","10","2018-06-29 16:20:40"
"69","10","10","2018-06-29 16:20:52"
"70","10","10","2018-06-29 16:21:05"
"71","10","10","2018-06-29 16:21:17"
"72","10","10","2018-06-29 16:21:27"
"73","10","10","2018-06-29 16:21:41"
"74","10","10","2018-06-29 16:21:51"
"75","20","20","2018-06-29 16:22:02"
"76","20","20","2018-06-29 16:22:13"
"77","20","20","2018-06-29 16:22:23"
"78","20","20","2018-06-29 16:22:35"
"79","20","20","2018-06-29 16:22:48"
"80","20","20","2018-06-29 16:22:59"
"81","20","20","2018-06-29 16:23:09"
"82","20","20","2018-06-29 16:23:20"
"83","10","10","2018-06-29 16:23:29"
"84","20","20","2018-06-29 16:23:41"
"85","20","20","2018-06-29 16:23:49"
"86","10","10","2018-06-29 16:23:59"
"87","10","10","2018-06-29 16:24:11"
"88","10","10","2018-06-29 16:24:23"
"89","10","10","2018-06-29 16:24:35"
"90","10","10","2018-06-29 16:24:41"
"91","10","10","2018-06-29 16:24:51"
"92","10","10","2018-06-29 16:25:01"
"93","10","10","2018-06-29 16:25:12"
"94","10","10","2018-06-29 16:25:25"
"95","10","10","2018-06-29 16:25:33"
"96","10","10","2018-06-29 16:25:43"
"97","10","10","2018-06-29 16:25:53"
"98","10","10","2018-06-29 16:26:04"
"99","10","10","2018-06-29 16:26:16"
"100","10","10","2018-06-29 16:26:28"
"101","10","10","2018-06-29 16:26:39"
"102","10","10","2018-06-29 16:26:53"
"103","10","10","2018-06-29 16:27:02"
"104","10","10","2018-06-29 16:27:15"
"105","10","10","2018-06-29 16:27:23"
"106","10","10","2018-06-29 16:27:30"
"107","10","10","2018-06-29 16:27:44"
"108","10","10","2018-06-29 16:27:53"
"109","10","10","2018-06-29 16:28:01"
"110","10","10","2018-06-29 16:28:09"
"111","10","10","2018-06-29 16:28:18"
"112","10","10","2018-06-29 16:28:29"
"113","10","10","2018-06-29 16:28:40"
"114","20","20","2018-06-29 16:28:50"
"115","20","20","2018-06-29 16:29:00"
"116","20","20","2018-06-29 16:29:13"
"117","20","20","2018-06-29 16:29:22"
"118","20","20","2018-06-29 16:29:33"
"119","20","20","2018-06-29 16:29:45"
"120","20","20","2018-06-29 16:29:57"
"121","20","20","2018-06-29 16:30:11"
"122","20","20","2018-06-29 16:30:24"
"123","20","20","2018-06-29 16:30:36"
"124","20","20","2018-06-29 16:30:46"
"125","20","20","2018-06-29 16:30:56"
"126","20","20","2018-06-29 16:31:01"
"127","20","20","2018-06-29 16:31:10"
"128","20","20","2018-06-29 16:31:21"
"129","20","20","2018-06-29 16:31:31"
"130","20","20","2018-06-29 16:31:41"
"131","20","20","2018-06-29 16:31:52"
"132","20","20","2018-06-29 16:32:04"
"133","20","20","2018-06-29 16:32:13"
"134","20","20","2018-06-29 16:32:24"
"135","20","20","2018-06-29 16:32:31"
"136","20","20","2018-06-29 16:32:39"
"137","20","20","2018-06-29 16:32:49"
"138","20","20","2018-06-29 16:32:58"
"139","20","20","2018-06-29 16:33:11"
"140","20","20","2018-06-29 16:33:24"
"141","20","20","2018-06-29 16:33:34"
"142","20","20","2018-06-29 16:33:41"
"143","20","20","2018-06-29 16:33:52"
"144","20","20","2018-06-29 16:34:03"
"145","20","20","2018-06-29 16:34:16"
"146","20","20","2018-06-29 16:34:27"
"147","20","20","2018-06-29 16:34:38"
"148","20","20","2018-06-29 16:34:48"
"149","20","20","2018-06-29 16:35:03"
"150","20","20","2018-06-29 16:35:13"
"151","20","20","2018-06-29 16:35:24"
"152","20","20","2018-06-29 16:35:36"
"153","20","20","2018-06-29 16:35:46"
"154","20","20","2018-06-29 16:35:58"
"155","20","20","2018-06-29 16:36:07"
"156","20","20","2018-06-29 16:36:20"
"157","20","20","2018-06-29 16:36:30"
"158","20","20","2018-06-29 16:36:39"
"159","20","20","2018-06-29 16:36:50"
"160","20","20","2018-06-29 16:36:59"
"161","20","20","2018-06-29 16:37:11"
"162","20","20","2018-06-29 16:37:21"
"163","20","20","2018-06-29 16:37:28"
"164","20","20","2018-06-29 16:37:39"
"165","20","20","2018-06-29 16:37:51"
"166","20","20","2018-06-29 16:38:01"
"167","20","20","2018-06-29 16:38:11"
"168","20","20","2018-06-29 16:38:17"
"169","20","20","2018-06-29 16:38:29"
"170","20","20","2018-06-29 16:38:41"
"171","20","20","2018-06-29 16:38:51"
"172","20","20","2018-06-29 16:39:04"
"173","10","10","2018-06-29 16:39:13"
"174","10","10","2018-06-29 16:39:22"
"175","10","10","2018-06-29 16:39:31"
