"id","det_int","det_int_redundant","date"
"43","30","30","2018-08-16 10:59:49"
"44","40","40","2018-08-16 11:00:24"
"45","40","40","2018-08-16 11:00:59"
"46","40","40","2018-08-16 11:01:35"
"47","40","40","2018-08-16 11:02:10"
"48","40","40","2018-08-16 11:02:45"
"49","0","0","2018-08-16 11:03:20"
"50","0","0","2018-08-16 11:03:55"
"51","0","0","2018-08-16 11:04:30"
"52","0","0","2018-08-16 11:05:06"
"53","0","0","2018-08-16 11:05:41"
"54","0","0","2018-08-16 11:06:16"
"55","0","0","2018-08-16 11:06:51"
"56","0","0","2018-08-16 11:07:26"
"57","20","20","2018-08-16 11:08:01"
"58","20","20","2018-08-16 11:08:36"
"59","20","20","2018-08-16 11:09:11"
"60","20","20","2018-08-16 11:09:46"
"61","20","20","2018-08-16 11:10:21"
