"id","det_int","det_int_redundant","date"
"79","20","20","2018-08-16 09:51:23"
"80","20","20","2018-08-16 09:51:38"
"81","20","20","2018-08-16 09:51:53"
"82","20","20","2018-08-16 09:52:08"
"83","20","20","2018-08-16 09:52:23"
"84","10","10","2018-08-16 09:52:38"
"85","20","20","2018-08-16 09:52:53"
"86","10","10","2018-08-16 09:53:08"
"87","10","10","2018-08-16 09:53:23"
"88","10","10","2018-08-16 09:53:38"
"89","20","20","2018-08-16 09:53:53"
"90","20","20","2018-08-16 09:54:08"
"91","20","20","2018-08-16 09:54:23"
"92","10","10","2018-08-16 09:54:38"
"93","10","10","2018-08-16 09:54:53"
"94","10","10","2018-08-16 09:55:08"
"95","20","20","2018-08-16 09:55:24"
"96","20","20","2018-08-16 09:55:39"
"97","20","20","2018-08-16 09:55:54"
"98","20","20","2018-08-16 09:56:09"
"99","10","10","2018-08-16 09:56:24"
"100","10","10","2018-08-16 09:56:39"
"101","10","10","2018-08-16 09:56:54"
"102","10","10","2018-08-16 09:57:09"
"103","10","10","2018-08-16 09:57:24"
"104","10","10","2018-08-16 09:57:39"
"105","10","10","2018-08-16 09:57:54"
"106","10","10","2018-08-16 09:58:09"
"107","10","10","2018-08-16 09:58:24"
"108","10","10","2018-08-16 09:58:39"
"109","10","10","2018-08-16 09:58:54"
"110","10","10","2018-08-16 09:59:09"
"111","10","10","2018-08-16 09:59:24"
"112","10","10","2018-08-16 09:59:39"
"113","10","10","2018-08-16 09:59:54"
"114","10","10","2018-08-16 10:00:09"
"115","10","10","2018-08-16 10:00:24"
"116","10","10","2018-08-16 10:00:39"
"117","10","10","2018-08-16 10:00:54"
"118","10","10","2018-08-16 10:01:09"
"119","10","10","2018-08-16 10:01:24"
"120","10","10","2018-08-16 10:01:39"
