"id","det_int","det_int_redundant","date"
"1","70","70","2018-08-16 14:12:44"
"2","70","70","2018-08-16 14:12:59"
"3","70","70","2018-08-16 14:13:14"
"4","70","70","2018-08-16 14:13:30"
"5","70","70","2018-08-16 14:13:45"
"6","70","70","2018-08-16 14:14:00"
"7","70","70","2018-08-16 14:14:15"
"8","70","70","2018-08-16 14:14:30"
"9","70","70","2018-08-16 14:14:46"
"10","70","70","2018-08-16 14:15:01"
"11","70","70","2018-08-16 14:15:17"
"12","70","70","2018-08-16 14:15:32"
"13","70","70","2018-08-16 14:15:47"
"14","80","80","2018-08-16 14:16:03"
"15","70","70","2018-08-16 14:16:18"
"16","70","70","2018-08-16 14:16:34"
"17","70","70","2018-08-16 14:16:49"
"18","50","50","2018-08-16 14:17:12"
"19","60","60","2018-08-16 14:17:28"
"20","60","60","2018-08-16 14:17:43"
"21","60","60","2018-08-16 14:17:58"
"22","60","60","2018-08-16 14:18:13"
"23","60","60","2018-08-16 14:18:28"
"24","70","70","2018-08-16 14:18:43"
"25","70","70","2018-08-16 14:18:59"
"26","70","70","2018-08-16 14:19:15"
"27","70","70","2018-08-16 14:19:30"
"28","70","70","2018-08-16 14:19:45"
"29","70","70","2018-08-16 14:20:00"
"30","60","60","2018-08-16 14:20:16"
"31","70","70","2018-08-16 14:20:31"
"32","70","70","2018-08-16 14:20:46"
"33","70","70","2018-08-16 14:21:01"
"34","70","70","2018-08-16 14:21:17"
"35","70","70","2018-08-16 14:21:32"
"36","70","70","2018-08-16 14:21:47"
"37","70","70","2018-08-16 14:22:03"
"38","70","70","2018-08-16 14:22:18"
"39","70","70","2018-08-16 14:22:34"
"40","70","70","2018-08-16 14:22:49"
"41","70","70","2018-08-16 14:23:04"
"42","70","70","2018-08-16 14:23:19"
"43","70","70","2018-08-16 14:23:35"
"44","80","80","2018-08-16 14:23:50"
"45","70","70","2018-08-16 14:24:05"
"46","70","70","2018-08-16 14:24:20"
"47","80","80","2018-08-16 14:24:35"
"48","70","70","2018-08-16 14:24:51"
"49","70","70","2018-08-16 14:25:06"
"50","70","70","2018-08-16 14:25:22"
"51","80","80","2018-08-16 14:25:37"
"52","80","80","2018-08-16 14:25:53"
"53","80","80","2018-08-16 14:26:08"
"54","100","100","2018-08-16 14:26:23"
"55","90","90","2018-08-16 14:26:38"
"56","100","100","2018-08-16 14:26:54"
"57","90","90","2018-08-16 14:27:09"
"58","90","90","2018-08-16 14:27:25"
"59","100","100","2018-08-16 14:27:41"
"60","90","90","2018-08-16 14:27:56"
"61","70","70","2018-08-16 14:28:11"
"62","80","80","2018-08-16 14:28:27"
"63","70","70","2018-08-16 14:28:42"
"64","70","70","2018-08-16 14:28:57"
"65","70","70","2018-08-16 14:29:13"
"66","70","70","2018-08-16 14:29:28"
"67","70","70","2018-08-16 14:29:43"
"68","70","70","2018-08-16 14:29:58"
"69","70","70","2018-08-16 14:30:14"
"70","70","70","2018-08-16 14:30:29"
"71","70","70","2018-08-16 14:30:44"
"72","70","70","2018-08-16 14:31:00"
"73","100","100","2018-08-16 14:31:15"
"74","70","70","2018-08-16 14:31:30"
"75","90","90","2018-08-16 14:31:46"
"76","70","70","2018-08-16 14:32:02"
"77","70","70","2018-08-16 14:32:17"
"78","70","70","2018-08-16 14:32:32"
"79","70","70","2018-08-16 14:32:47"
"80","70","70","2018-08-16 14:33:02"
"81","70","70","2018-08-16 14:33:18"
"82","70","70","2018-08-16 14:33:34"
"83","70","70","2018-08-16 14:33:49"
"84","70","70","2018-08-16 14:34:04"
"85","70","70","2018-08-16 14:34:19"
"86","70","70","2018-08-16 14:34:34"
"87","70","70","2018-08-16 14:34:50"
"88","70","70","2018-08-16 14:35:05"
"89","70","70","2018-08-16 14:35:21"
"90","70","70","2018-08-16 14:35:36"
"91","70","70","2018-08-16 14:35:51"
"92","70","70","2018-08-16 14:36:07"
"93","70","70","2018-08-16 14:36:22"
"94","70","70","2018-08-16 14:36:38"
"95","70","70","2018-08-16 14:36:53"
"96","70","70","2018-08-16 14:37:08"
"97","70","70","2018-08-16 14:37:24"
"98","70","70","2018-08-16 14:37:39"
"99","70","70","2018-08-16 14:37:55"
"100","70","70","2018-08-16 14:38:10"
"101","70","70","2018-08-16 14:38:25"
"102","70","70","2018-08-16 14:38:41"
"103","70","70","2018-08-16 14:38:56"
"104","70","70","2018-08-16 14:39:11"
"105","70","70","2018-08-16 14:39:27"
"106","70","70","2018-08-16 14:39:42"
"107","60","60","2018-08-16 14:39:57"
"108","70","70","2018-08-16 14:40:12"
"109","70","70","2018-08-16 14:40:28"
"110","70","70","2018-08-16 14:40:43"
"111","70","70","2018-08-16 14:40:58"
"112","70","70","2018-08-16 14:41:13"
"113","70","70","2018-08-16 14:41:29"
"114","70","70","2018-08-16 14:41:44"
"115","70","70","2018-08-16 14:41:59"
"116","70","70","2018-08-16 14:42:15"
"117","70","70","2018-08-16 14:42:30"
"118","70","70","2018-08-16 14:42:45"
"119","70","70","2018-08-16 14:43:01"
"120","70","70","2018-08-16 14:43:16"
"121","70","70","2018-08-16 14:43:31"
