"id","det_int","det_int_redundant","date"
"247","0","0","2018-08-15 11:27:36"
"248","0","0","2018-08-15 11:27:40"
"249","0","0","2018-08-15 11:27:44"
"250","0","0","2018-08-15 11:27:53"
"251","0","0","2018-08-15 11:27:59"
"252","0","0","2018-08-15 11:28:04"
"253","0","0","2018-08-15 11:28:05"
"254","0","0","2018-08-15 11:28:11"
"255","0","0","2018-08-15 11:28:15"
"256","0","0","2018-08-15 11:28:18"
"257","0","0","2018-08-15 11:28:24"
"258","0","0","2018-08-15 11:28:29"
"259","0","0","2018-08-15 11:28:33"
"260","0","0","2018-08-15 11:28:38"
"261","0","0","2018-08-15 11:28:44"
"262","0","0","2018-08-15 11:28:51"
"263","0","0","2018-08-15 11:28:55"
"264","0","0","2018-08-15 11:29:01"
"265","20","20","2018-08-15 11:29:06"
"266","20","20","2018-08-15 11:29:09"
"267","20","20","2018-08-15 11:29:13"
"268","20","20","2018-08-15 11:29:18"
"269","20","20","2018-08-15 11:29:22"
"270","20","20","2018-08-15 11:29:29"
"271","10","10","2018-08-15 11:29:35"
"272","20","20","2018-08-15 11:29:40"
"273","10","10","2018-08-15 11:29:45"
"274","10","10","2018-08-15 11:29:51"
"275","10","10","2018-08-15 11:29:54"
"276","20","20","2018-08-15 11:30:00"
"277","20","20","2018-08-15 11:30:06"
"278","20","20","2018-08-15 11:30:10"
"279","20","20","2018-08-15 11:30:13"
"280","20","20","2018-08-15 11:30:16"
"281","20","20","2018-08-15 11:30:23"
"282","20","20","2018-08-15 11:30:25"
"283","20","20","2018-08-15 11:30:32"
"284","10","10","2018-08-15 11:30:37"
"285","10","10","2018-08-15 11:30:45"
"286","20","20","2018-08-15 11:30:49"
"287","20","20","2018-08-15 11:30:54"
"288","20","20","2018-08-15 11:31:02"
"289","20","20","2018-08-15 11:31:05"
"290","20","20","2018-08-15 11:31:10"
"291","20","20","2018-08-15 11:31:15"
"292","20","20","2018-08-15 11:31:19"
"293","20","20","2018-08-15 11:31:24"
"294","20","20","2018-08-15 11:31:31"
"295","20","20","2018-08-15 11:31:37"
"296","20","20","2018-08-15 11:31:42"
"297","20","20","2018-08-15 11:31:47"
"298","20","20","2018-08-15 11:31:51"
"299","0","0","2018-08-15 11:31:55"
"300","0","0","2018-08-15 11:32:01"
"301","0","0","2018-08-15 11:32:06"
"302","0","0","2018-08-15 11:32:11"
"303","0","0","2018-08-15 11:32:17"
"304","0","0","2018-08-15 11:32:21"
"305","0","0","2018-08-15 11:32:25"
"306","0","0","2018-08-15 11:32:31"
"307","0","0","2018-08-15 11:32:36"
"308","0","0","2018-08-15 11:32:41"
"309","0","0","2018-08-15 11:32:46"
"310","0","0","2018-08-15 11:32:52"
"311","0","0","2018-08-15 11:32:59"
"312","0","0","2018-08-15 11:33:04"
"313","0","0","2018-08-15 11:33:08"
"314","0","0","2018-08-15 11:33:14"
"315","0","0","2018-08-15 11:33:21"
"316","0","0","2018-08-15 11:33:29"
"317","0","0","2018-08-15 11:33:36"
"318","0","0","2018-08-15 11:33:40"
"319","0","0","2018-08-15 11:33:42"
"320","0","0","2018-08-15 11:33:47"
"321","0","0","2018-08-15 11:33:53"
"322","0","0","2018-08-15 11:33:59"
"323","0","0","2018-08-15 11:34:05"
"324","0","0","2018-08-15 11:34:12"
"325","0","0","2018-08-15 11:34:17"
"326","0","0","2018-08-15 11:34:22"
"327","0","0","2018-08-15 11:34:28"
"328","0","0","2018-08-15 11:34:32"
"329","0","0","2018-08-15 11:34:35"
"330","0","0","2018-08-15 11:34:41"
"331","0","0","2018-08-15 11:34:48"
"332","0","0","2018-08-15 11:34:53"
"333","0","0","2018-08-15 11:34:59"
"334","0","0","2018-08-15 11:35:05"
"335","0","0","2018-08-15 11:35:10"
"336","0","0","2018-08-15 11:35:16"
"337","0","0","2018-08-15 11:35:20"
"338","0","0","2018-08-15 11:35:26"
"339","0","0","2018-08-15 11:35:30"
"340","20","20","2018-08-15 11:35:34"
"341","20","20","2018-08-15 11:35:39"
"342","20","20","2018-08-15 11:35:45"
"343","20","20","2018-08-15 11:35:48"
"344","10","10","2018-08-15 11:35:53"
"345","10","10","2018-08-15 11:35:57"
"346","10","10","2018-08-15 11:36:03"
"347","40","40","2018-08-15 11:36:08"
"348","40","40","2018-08-15 11:36:12"
"349","40","40","2018-08-15 11:36:18"
"350","40","40","2018-08-15 11:36:22"
"351","40","40","2018-08-15 11:36:27"
"352","40","40","2018-08-15 11:36:35"
"353","10","10","2018-08-15 11:36:41"
"354","10","10","2018-08-15 11:36:47"
"355","10","10","2018-08-15 11:36:54"
"356","10","10","2018-08-15 11:36:59"
"357","10","10","2018-08-15 11:37:03"
"358","10","10","2018-08-15 11:37:09"
"359","10","10","2018-08-15 11:37:16"
"360","10","10","2018-08-15 11:37:17"
"361","10","10","2018-08-15 11:37:24"
"362","20","20","2018-08-15 11:37:30"
