"id","det_int","det_int_redundant","date"
"52","50","50","2018-08-17 11:19:09"
"53","50","50","2018-08-17 11:19:45"
"54","50","50","2018-08-17 11:20:21"
"55","50","50","2018-08-17 11:20:57"
"56","50","50","2018-08-17 11:21:33"
"57","50","50","2018-08-17 11:22:09"
"58","50","50","2018-08-17 11:22:45"
"59","50","50","2018-08-17 11:23:20"
"60","50","50","2018-08-17 11:23:56"
"61","50","50","2018-08-17 11:24:31"
"62","50","50","2018-08-17 11:25:07"
"63","50","50","2018-08-17 11:25:42"
"64","50","50","2018-08-17 11:26:30"
"65","50","50","2018-08-17 11:27:05"
"66","50","50","2018-08-17 11:27:41"
"67","50","50","2018-08-17 11:28:48"
"68","50","50","2018-08-17 11:29:23"
"69","50","50","2018-08-17 11:29:59"
"70","50","50","2018-08-17 11:30:34"
"71","50","50","2018-08-17 11:31:10"
"72","50","50","2018-08-17 11:31:46"
"73","50","50","2018-08-17 11:32:22"
"74","50","50","2018-08-17 11:32:58"
"75","50","50","2018-08-17 11:33:33"
"76","50","50","2018-08-17 11:34:09"
"77","50","50","2018-08-17 11:34:44"
"78","50","50","2018-08-17 11:35:20"
"79","50","50","2018-08-17 11:35:56"
"80","50","50","2018-08-17 11:36:31"
"81","50","50","2018-08-17 11:37:06"
"82","50","50","2018-08-17 11:37:42"
"83","50","50","2018-08-17 11:38:18"
"84","50","50","2018-08-17 11:38:54"
"85","80","80","2018-08-17 11:39:29"
"86","80","80","2018-08-17 11:40:05"
"87","70","70","2018-08-17 11:40:42"
"88","70","70","2018-08-17 11:41:17"
"89","70","70","2018-08-17 11:41:53"
"90","70","70","2018-08-17 11:42:29"
"91","70","70","2018-08-17 11:43:05"
"92","70","70","2018-08-17 11:43:40"
"93","70","70","2018-08-17 11:44:16"
"94","70","70","2018-08-17 11:44:52"
"95","70","70","2018-08-17 11:45:27"
"96","50","50","2018-08-17 11:46:02"
"97","50","50","2018-08-17 11:46:38"
"98","50","50","2018-08-17 11:47:14"
"99","70","70","2018-08-17 11:47:49"
"100","50","50","2018-08-17 11:48:24"
"101","50","50","2018-08-17 11:49:00"
"102","50","50","2018-08-17 11:49:35"
"103","70","70","2018-08-17 11:50:11"
"104","70","70","2018-08-17 11:50:47"
"105","70","70","2018-08-17 11:51:22"
"106","70","70","2018-08-17 11:51:59"
"107","50","50","2018-08-17 11:52:34"
"108","70","70","2018-08-17 11:53:09"
"109","70","70","2018-08-17 11:53:45"
"110","70","70","2018-08-17 11:54:21"
"111","70","70","2018-08-17 11:54:56"
"112","70","70","2018-08-17 11:55:32"
"113","70","70","2018-08-17 11:56:08"
"114","70","70","2018-08-17 11:56:43"
"115","70","70","2018-08-17 11:57:19"
"116","70","70","2018-08-17 11:57:55"
"117","70","70","2018-08-17 11:58:31"
"118","70","70","2018-08-17 11:59:06"
"119","70","70","2018-08-17 11:59:42"
"120","70","70","2018-08-17 12:00:18"
"121","70","70","2018-08-17 12:00:53"
"122","70","70","2018-08-17 12:01:30"
"123","70","70","2018-08-17 12:02:06"
"124","70","70","2018-08-17 12:02:41"
"125","70","70","2018-08-17 12:03:16"
"126","70","70","2018-08-17 12:03:52"
"127","50","50","2018-08-17 12:04:28"
"128","70","70","2018-08-17 12:05:03"
"129","50","50","2018-08-17 12:05:38"
"130","50","50","2018-08-17 12:06:14"
"131","50","50","2018-08-17 12:06:50"
"132","50","50","2018-08-17 12:07:25"
"133","60","60","2018-08-17 12:08:08"
"134","60","60","2018-08-17 12:08:44"
"135","60","60","2018-08-17 12:09:19"
"136","60","60","2018-08-17 12:09:54"
"137","50","50","2018-08-17 12:10:30"
"138","50","50","2018-08-17 12:11:05"
"139","50","50","2018-08-17 12:11:48"
"140","50","50","2018-08-17 12:12:23"
"141","60","60","2018-08-17 12:12:59"
"142","60","60","2018-08-17 12:13:34"
"143","50","50","2018-08-17 12:14:10"
"144","50","50","2018-08-17 12:14:45"
"145","50","50","2018-08-17 12:15:20"
"146","50","50","2018-08-17 12:15:56"
"147","50","50","2018-08-17 12:16:32"
"148","50","50","2018-08-17 12:17:07"
"149","50","50","2018-08-17 12:17:42"
"150","50","50","2018-08-17 12:18:18"
"151","50","50","2018-08-17 12:18:53"
"152","50","50","2018-08-17 12:19:28"
"153","50","50","2018-08-17 12:20:03"
"154","50","50","2018-08-17 12:20:39"
"155","50","50","2018-08-17 12:21:15"
"156","50","50","2018-08-17 12:21:50"
"157","50","50","2018-08-17 12:22:26"
"158","50","50","2018-08-17 12:23:01"
"159","50","50","2018-08-17 12:23:37"
"160","50","50","2018-08-17 12:24:12"
"161","50","50","2018-08-17 12:24:48"
"162","50","50","2018-08-17 12:25:23"
"163","50","50","2018-08-17 12:25:59"
"164","50","50","2018-08-17 12:26:34"
"165","50","50","2018-08-17 12:27:10"
"166","50","50","2018-08-17 12:27:45"
"167","50","50","2018-08-17 12:28:21"
"168","50","50","2018-08-17 12:28:56"
"169","50","50","2018-08-17 12:29:31"
"170","50","50","2018-08-17 12:30:07"
"171","80","80","2018-08-17 12:30:43"
"172","80","80","2018-08-17 12:31:18"
"173","80","80","2018-08-17 12:31:54"
"174","50","50","2018-08-17 12:32:30"
"175","50","50","2018-08-17 12:33:05"
"176","50","50","2018-08-17 12:33:40"
"177","50","50","2018-08-17 12:34:16"
"178","50","50","2018-08-17 12:34:52"
"179","50","50","2018-08-17 12:35:27"
"180","50","50","2018-08-17 12:36:02"
"181","50","50","2018-08-17 12:36:38"
"182","50","50","2018-08-17 12:37:14"
"183","50","50","2018-08-17 12:37:50"
"184","70","70","2018-08-17 12:38:26"
"185","50","50","2018-08-17 12:39:01"
"186","50","50","2018-08-17 12:39:36"
"187","70","70","2018-08-17 12:40:12"
"188","70","70","2018-08-17 12:40:48"
"189","50","50","2018-08-17 12:41:23"
"190","80","80","2018-08-17 12:41:59"
"191","80","80","2018-08-17 12:42:35"
"192","50","50","2018-08-17 12:43:10"
"193","50","50","2018-08-17 12:43:45"
