"id","clock_time","linkaddr_node_addr","seqno","all_cpu","all_lpm","all_transmit","all_listen","all_idle_transmit","all_idle_listen","cpu","lpm","transmit","listen","idle_transmit","idle_listen","date"
"1","7755","2.00","5","133137","1832828","44486","69505","0","0","23213","304290","14560","12912","0","0","2018-08-16 14:12:42"
"2","9035","2.00","6","155591","2138054","48082","78918","0","0","22453","305226","3596","9413","0","0","2018-08-16 14:12:52"
"3","10315","2.00","7","173957","2447368","48604","88465","0","0","18365","309314","522","9547","0","0","2018-08-16 14:13:02"
"4","11618","2.00","8","226548","2728517","86074","107355","0","0","52590","281149","37470","18890","0","0","2018-08-16 14:13:12"
"5","12875","2.00","9","251901","3024887","91990","118279","0","0","25352","296370","5916","10924","0","0","2018-08-16 14:13:22"
"6","14166","2.00","10","292966","3314340","109389","132571","0","0","41064","289453","17399","14292","0","0","2018-08-16 14:13:32"
"7","15455","2.00","11","318266","3619040","125631","146395","0","0","25299","304700","16242","13824","0","0","2018-08-16 14:13:42"
"8","16715","2.00","12","357880","3901845","142219","159846","0","0","39613","282805","16588","13451","0","0","2018-08-16 14:13:52"
"9","17995","2.00","13","405074","4182331","164432","174677","0","0","47193","280486","22213","14831","0","0","2018-08-16 14:14:02"
"10","19276","2.00","14","420122","4495613","172899","186724","0","0","15047","313282","8467","12047","0","0","2018-08-16 14:14:12"
"11","20559","2.00","15","456102","4788098","186355","199976","0","0","35979","292485","13456","13252","0","0","2018-08-16 14:14:22"
"12","21835","2.00","16","483244","5087201","193895","211700","0","0","27142","299103","7540","11724","0","0","2018-08-16 14:14:32"
"13","23138","2.00","17","516331","5387849","215761","227399","0","0","33086","300648","21866","15699","0","0","2018-08-16 14:14:42"
"14","24395","2.00","18","554668","5671137","231536","240239","0","0","38336","283288","15775","12840","0","0","2018-08-16 14:14:52"
"15","25675","2.00","19","599200","5954285","251660","254920","0","0","44531","283148","20124","14681","0","0","2018-08-16 14:15:02"
"16","26955","2.00","20","615885","6265280","261518","267193","0","0","16684","310995","9858","12273","0","0","2018-08-16 14:15:12"
"17","28235","2.00","21","650463","6558382","274685","279961","0","0","34577","293102","13167","12768","0","0","2018-08-16 14:15:22"
"18","29517","2.00","22","674076","6863047","282805","291783","0","0","23612","304665","8120","11822","0","0","2018-08-16 14:15:32"
"19","30795","2.00","23","695066","7169139","291971","304161","0","0","20989","306092","9166","12378","0","0","2018-08-16 14:15:42"
"20","32075","2.00","24","723297","7468588","299685","316051","0","0","28230","299449","7714","11890","0","0","2018-08-16 14:15:52"
"21","33355","2.00","25","743284","7776281","312213","328745","0","0","19986","307693","12528","12694","0","0","2018-08-16 14:16:02"
