"id","clock_time","linkaddr_node_addr","seqno","all_cpu","all_lpm","all_transmit","all_listen","all_idle_transmit","all_idle_listen","cpu","lpm","transmit","listen","idle_transmit","idle_listen","date"
"1","10315","2.00","7","199343","2421980","87523","98758","0","0","19423","306800","11484","12463","0","0","2018-08-16 14:45:48"
"2","11600","2.00","8","229639","2720959","96281","111595","0","0","30296","298979","8758","12837","0","0","2018-08-16 14:45:58"
"3","12875","2.00","9","266734","3009951","121569","127422","0","0","37094","288992","25288","15827","0","0","2018-08-16 14:46:08"
"4","14155","2.00","10","303729","3300636","135606","140373","0","0","36994","290685","14037","12951","0","0","2018-08-16 14:46:18"
"5","15440","2.00","11","321604","3612078","146162","151764","0","0","17874","311442","10556","11391","0","0","2018-08-16 14:46:28"
"6","16721","2.00","12","359811","3901631","161532","164672","0","0","38206","289553","15370","12908","0","0","2018-08-16 14:46:38"
"7","17995","2.00","13","375796","4211609","170813","176129","0","0","15985","309978","9281","11457","0","0","2018-08-16 14:46:48"
"8","19275","2.00","14","428098","4486987","196394","193021","0","0","52301","275378","25581","16892","0","0","2018-08-16 14:46:58"
"9","20555","2.00","15","448901","4793864","209733","206109","0","0","20802","306877","13339","13088","0","0","2018-08-16 14:47:08"
"10","21835","2.00","16","489289","5081156","226610","220058","0","0","40387","287292","16877","13949","0","0","2018-08-16 14:47:18"
"11","23115","2.00","17","505985","5392140","236063","231757","0","0","16695","310984","9453","11699","0","0","2018-08-16 14:47:28"
"12","24395","2.00","18","526853","5698952","238093","241838","0","0","20867","306812","2030","10081","0","0","2018-08-16 14:47:38"
"13","25681","2.00","19","555508","5999865","256187","256217","0","0","28654","300913","18094","14379","0","0","2018-08-16 14:47:48"
"14","26955","2.00","20","584308","6296858","264597","267478","0","0","28799","296993","8410","11261","0","0","2018-08-16 14:47:58"
"15","28242","2.00","21","631516","6579311","296669","285091","0","0","47207","282453","32072","17613","0","0","2018-08-16 14:48:08"
"16","29515","2.00","22","669212","6867314","311458","297680","0","0","37695","288003","14789","12589","0","0","2018-08-16 14:48:18"
"17","30795","2.00","23","689465","7174740","323464","310244","0","0","20252","307426","12006","12564","0","0","2018-08-16 14:48:28"
"18","32083","2.00","24","740706","7453216","348868","326629","0","0","51240","278476","25404","16385","0","0","2018-08-16 14:48:38"
"19","33355","2.00","25","763601","7756069","362904","338862","0","0","22895","302853","14036","12233","0","0","2018-08-16 14:48:48"
"20","34636","2.00","26","814026","8033555","387147","355110","0","0","50424","277486","24243","16247","0","0","2018-08-16 14:48:58"
"21","35915","2.00","27","837563","8337362","401011","368358","0","0","23536","303807","13864","13248","0","0","2018-08-16 14:49:08"
"22","37202","2.00","28","881584","8623215","420267","382099","0","0","44020","285853","19256","13741","0","0","2018-08-16 14:49:18"
"23","38475","2.00","29","901973","8928312","432563","394624","0","0","20388","305097","12296","12525","0","0","2018-08-16 14:49:28"
"24","39755","2.00","30","944296","9213669","450716","408739","0","0","42322","285357","18153","14115","0","0","2018-08-16 14:49:38"
"25","41035","2.00","31","980909","9504736","475193","424741","0","0","36612","291067","24477","16002","0","0","2018-08-16 14:49:48"
"26","42315","2.00","32","1030321","9783004","499610","440009","0","0","49411","278268","24417","15268","0","0","2018-08-16 14:49:58"
