"id","clock_time","linkaddr_node_addr","seqno","all_cpu","all_lpm","all_transmit","all_listen","all_idle_transmit","all_idle_listen","cpu","lpm","transmit","listen","idle_transmit","idle_listen","date"
"180","5195","2.00","3","154520","1156085","29579","18284","0","0","45394","282286","8757","4999","0","0","2018-08-15 11:27:38"
"181","6475","2.00","4","203902","1434383","40946","24024","0","0","49382","278298","11367","5740","0","0","2018-08-15 11:27:48"
"182","7755","2.00","5","230292","1735673","46571","28091","0","0","26390","301290","5625","4067","0","0","2018-08-15 11:27:58"
"183","9035","2.00","6","298389","1995256","60895","34753","0","0","68097","259583","14324","6662","0","0","2018-08-15 11:28:08"
"184","10315","2.00","7","360076","2261249","70465","40293","0","0","61687","265993","9570","5540","0","0","2018-08-15 11:28:18"
"185","11598","2.00","8","389974","2560225","78585","45075","0","0","29898","298976","8120","4782","0","0","2018-08-15 11:28:28"
"186","12875","2.00","9","455293","2821372","90997","51130","0","0","65319","261147","12412","6055","0","0","2018-08-15 11:28:38"
"187","14155","2.00","10","483438","3120927","97783","55383","0","0","28145","299555","6786","4253","0","0","2018-08-15 11:28:48"
"188","15435","2.00","11","531955","3400090","108339","60925","0","0","48517","279163","10556","5542","0","0","2018-08-15 11:28:58"
"189","16719","2.00","12","637526","3623393","163329","77666","0","0","105570","223303","54990","16741","0","0","2018-08-15 11:29:08"
"190","17995","2.00","13","705700","3881701","177713","84348","0","0","68174","258308","14384","6682","0","0","2018-08-15 11:29:18"
"191","19275","2.00","14","737041","4178044","186702","89109","0","0","31340","296343","8989","4761","0","0","2018-08-15 11:29:28"
"192","20555","2.00","15","783006","4459759","195053","94186","0","0","45965","281715","8351","5077","0","0","2018-08-15 11:29:38"
"193","21839","2.00","16","836314","4735254","209728","100434","0","0","53308","275495","14675","6248","0","0","2018-08-15 11:29:48"
"194","23115","2.00","17","879438","5018687","216457","104877","0","0","43124","283433","6729","4443","0","0","2018-08-15 11:29:58"
"195","24395","2.00","18","920970","5304835","222315","108851","0","0","41531","286148","5858","3974","0","0","2018-08-15 11:30:08"
"196","25675","2.00","19","986933","5566552","234785","115139","0","0","65963","261717","12470","6288","0","0","2018-08-15 11:30:18"
"197","26955","2.00","20","1035711","5845454","245922","120752","0","0","48778","278902","11137","5613","0","0","2018-08-15 11:30:28"
"198","28237","2.00","21","1084485","6125243","256651","126602","0","0","48774","279789","10729","5850","0","0","2018-08-15 11:30:38"
"199","29518","2.00","22","1113333","6424362","263727","130887","0","0","28848","299119","7076","4285","0","0","2018-08-15 11:30:48"
"200","30795","2.00","23","1154179","6710005","269294","134949","0","0","40846","285643","5567","4062","0","0","2018-08-15 11:30:58"
"201","32077","2.00","24","1201650","6991050","279385","140389","0","0","47470","281045","10091","5440","0","0","2018-08-15 11:31:08"
"202","33355","2.00","25","1245355","7274210","286229","144963","0","0","43705","283160","6844","4574","0","0","2018-08-15 11:31:18"
"203","34635","2.00","26","1294339","7552906","297191","150447","0","0","48984","278696","10962","5484","0","0","2018-08-15 11:31:28"
"204","35915","2.00","27","1336419","7838507","303398","154750","0","0","42080","285601","6207","4303","0","0","2018-08-15 11:31:38"
"205","37195","2.00","28","1383048","8119537","312620","160015","0","0","46629","281030","9222","5265","0","0","2018-08-15 11:31:48"
"206","38475","2.00","29","1429641","8400644","321786","165110","0","0","46593","281107","9166","5095","0","0","2018-08-15 11:31:58"
"207","39755","2.00","30","1471592","8686374","327992","169053","0","0","41951","285730","6206","3943","0","0","2018-08-15 11:32:08"
"208","41035","2.00","31","1515052","8970593","335068","173534","0","0","43459","284219","7076","4481","0","0","2018-08-15 11:32:18"
"209","42315","2.00","32","1566176","9247149","347422","179686","0","0","51123","276556","12354","6152","0","0","2018-08-15 11:32:28"
"210","43595","2.00","33","1608891","9532114","353860","184098","0","0","42715","284965","6438","4412","0","0","2018-08-15 11:32:38"
"211","44875","2.00","34","1653222","9815463","361807","188781","0","0","44331","283349","7947","4683","0","0","2018-08-15 11:32:48"
"212","46155","2.00","35","1681858","10114507","368825","193194","0","0","28636","299044","7018","4413","0","0","2018-08-15 11:32:58"
"213","47438","2.00","36","1738261","10386567","382339","199234","0","0","56403","272060","13514","6040","0","0","2018-08-15 11:33:08"
"214","48715","2.00","37","1774975","10676750","388140","203309","0","0","36714","290183","5801","4075","0","0","2018-08-15 11:33:18"
"215","49995","2.00","38","1804208","10975197","395737","207740","0","0","29233","298447","7597","4431","0","0","2018-08-15 11:33:28"
"216","51275","2.00","39","1845196","11261889","401189","211676","0","0","40988","286692","5452","3936","0","0","2018-08-15 11:33:38"
"217","52555","2.00","40","1911896","11522869","414529","217874","0","0","66700","260980","13340","6198","0","0","2018-08-15 11:33:48"
"218","53841","2.00","41","1943887","11820293","422882","223026","0","0","31991","297424","8353","5152","0","0","2018-08-15 11:33:58"
"219","55115","2.00","42","1986567","12103559","430654","227353","0","0","42679","283266","7772","4327","0","0","2018-08-15 11:34:08"
"220","56399","2.00","43","2037788","12381258","442892","233939","0","0","51221","277699","12238","6586","0","0","2018-08-15 11:34:18"
"221","57675","2.00","44","2080881","12664604","449909","238388","0","0","43093","283346","7017","4449","0","0","2018-08-15 11:34:28"
"222","58970","2.00","45","2129701","12947507","460291","244073","0","0","48820","282903","10382","5685","0","0","2018-08-15 11:34:38"
"223","60235","2.00","46","2171064","13229781","466091","248505","0","0","41362","282274","5800","4432","0","0","2018-08-15 11:34:48"
"224","61515","2.00","47","2204404","13524121","476299","253977","0","0","33340","294340","10208","5472","0","0","2018-08-15 11:34:58"
"225","62799","2.00","48","2247200","13810175","483027","258231","0","0","42796","286054","6728","4254","0","0","2018-08-15 11:35:08"
"226","64079","2.00","49","2298655","14086427","496193","264811","0","0","51455","276252","13166","6580","0","0","2018-08-15 11:35:18"
"227","65355","2.00","50","2341629","14369936","503153","268996","0","0","42974","283509","6960","4185","0","0","2018-08-15 11:35:28"
"228","66635","2.00","51","2403483","14635762","522873","277720","0","0","61854","265826","19720","8724","0","0","2018-08-15 11:35:38"
"229","67917","2.00","52","2461129","14906542","530877","282678","0","0","57646","270780","8004","4958","0","0","2018-08-15 11:35:48"
"230","69195","2.00","53","2524585","15170046","550771","291164","0","0","63456","263504","19894","8486","0","0","2018-08-15 11:35:58"
"231","70475","2.00","54","2573109","15449176","560921","296933","0","0","48524","279130","10150","5768","0","0","2018-08-15 11:36:08"
"232","71755","2.00","55","2627823","15722142","576291","304526","0","0","54714","272966","15370","7593","0","0","2018-08-15 11:36:18"
"233","73054","2.00","56","2680712","16002269","589632","311132","0","0","52889","280127","13341","6606","0","0","2018-08-15 11:36:28"
"234","74315","2.00","57","2706344","16298982","594853","314934","0","0","25631","296713","5221","3802","0","0","2018-08-15 11:36:38"
"235","75595","2.00","58","2751773","16581233","603669","320180","0","0","45429","282251","8816","5246","0","0","2018-08-15 11:36:48"
