"id","det_int","det_int_redundant","date"
"40","20","20","2018-08-15 18:26:47"
"41","20","20","2018-08-15 18:27:02"
"42","20","20","2018-08-15 18:27:15"
"43","20","20","2018-08-15 18:27:30"
"44","20","20","2018-08-15 18:27:42"
"45","20","20","2018-08-15 18:27:59"
"46","20","20","2018-08-15 18:28:13"
"47","20","20","2018-08-15 18:28:29"
"48","20","20","2018-08-15 18:28:45"
"49","20","20","2018-08-15 18:29:02"
"50","20","20","2018-08-15 18:29:16"
"51","20","20","2018-08-15 18:29:29"
"52","20","20","2018-08-15 18:29:48"
"53","20","20","2018-08-15 18:30:04"
"54","20","20","2018-08-15 18:30:15"
"55","20","20","2018-08-15 18:30:33"
"56","20","20","2018-08-15 18:30:52"
"57","20","20","2018-08-15 18:31:08"
"58","20","20","2018-08-15 18:31:25"
"59","20","20","2018-08-15 18:31:42"
"60","20","20","2018-08-15 18:31:58"
"61","20","20","2018-08-15 18:32:17"
"62","20","20","2018-08-15 18:32:36"
"63","20","20","2018-08-15 18:32:48"
"64","20","20","2018-08-15 18:33:04"
"65","0","0","2018-08-15 18:33:22"
"66","0","0","2018-08-15 18:33:38"
"67","0","0","2018-08-15 18:33:57"
"68","0","0","2018-08-15 18:34:12"
"69","0","0","2018-08-15 18:34:30"
"70","0","0","2018-08-15 18:34:49"
"71","0","0","2018-08-15 18:35:04"
"72","0","0","2018-08-15 18:35:24"
"73","0","0","2018-08-15 18:35:39"
"74","0","0","2018-08-15 18:35:56"
"75","0","0","2018-08-15 18:36:12"
"76","0","0","2018-08-15 18:36:23"
"77","20","20","2018-08-15 18:36:39"
"78","20","20","2018-08-15 18:36:57"
