"id","clock_time","linkaddr_node_addr","seqno","all_cpu","all_lpm","all_transmit","all_listen","all_idle_transmit","all_idle_listen","cpu","lpm","transmit","listen","idle_transmit","idle_listen","date"
"1","6475","2.00","4","112753","1525555","54399","62638","0","0","17955","309540","11018","12242","0","0","2018-08-16 16:02:06"
"2","7755","2.00","5","140852","1825209","72843","77389","0","0","28098","299654","18444","14750","0","0","2018-08-16 16:02:16"
"3","9035","2.00","6","193934","2099756","99696","94116","0","0","53082","274547","26853","16727","0","0","2018-08-16 16:02:26"
"4","10315","2.00","7","228739","2392707","123824","109336","0","0","34805","292951","24128","15217","0","0","2018-08-16 16:02:36"
"5","11610","2.00","8","258001","2695046","143371","123631","0","0","29262","302339","19547","14294","0","0","2018-08-16 16:02:46"
"6","12891","2.00","9","275950","3004881","143429","133646","0","0","17948","309835","58","10015","0","0","2018-08-16 16:02:56"
"7","14170","2.00","10","306415","3301994","163960","148224","0","0","30464","297113","20531","14577","0","0","2018-08-16 16:03:06"
"8","15450","2.00","11","322713","3613375","173297","159846","0","0","16298","311381","9337","11621","0","0","2018-08-16 16:03:16"
"9","16730","2.00","12","351205","3912563","181301","171433","0","0","28492","299188","8004","11586","0","0","2018-08-16 16:03:26"
"10","18010","2.00","13","360024","4231424","184841","181763","0","0","8818","318861","3540","10330","0","0","2018-08-16 16:03:36"
"11","19290","2.00","14","394799","4524329","208678","197305","0","0","34774","292905","23837","15542","0","0","2018-08-16 16:03:46"
"12","20570","2.00","15","433422","4813386","224280","210668","0","0","38622","289057","15602","13363","0","0","2018-08-16 16:03:56"
"13","21835","2.00","16","447589","5122844","231705","222097","0","0","14166","309458","7425","11429","0","0","2018-08-16 16:04:06"
"14","23130","2.00","17","472144","5430025","247597","234967","0","0","24554","307181","15892","12870","0","0","2018-08-16 16:04:16"
"15","24410","2.00","18","498033","5731843","253687","245771","0","0","25889","301818","6090","10803","0","0","2018-08-16 16:04:26"
"16","25690","2.00","19","513161","6044367","262561","257299","0","0","15128","312524","8874","11528","0","0","2018-08-16 16:04:36"
"17","26970","2.00","20","533008","6352201","274915","269936","0","0","19846","307834","12354","12637","0","0","2018-08-16 16:04:46"
"18","28250","2.00","21","556552","6656336","279265","280743","0","0","23544","304135","4350","10806","0","0","2018-08-16 16:04:56"
