"id","det_int","det_int_redundant","date"
"1","70","70","2018-08-16 12:59:20"
"2","70","70","2018-08-16 12:59:30"
"3","70","70","2018-08-16 12:59:41"
"4","70","70","2018-08-16 12:59:51"
"5","70","70","2018-08-16 13:00:02"
"6","70","70","2018-08-16 13:00:11"
"7","70","70","2018-08-16 13:00:22"
"8","70","70","2018-08-16 13:00:32"
"9","70","70","2018-08-16 13:00:42"
"10","70","70","2018-08-16 13:00:52"
"11","70","70","2018-08-16 13:01:03"
"12","80","80","2018-08-16 13:01:13"
"13","70","70","2018-08-16 13:01:23"
"14","80","80","2018-08-16 13:01:33"
"15","80","80","2018-08-16 13:01:43"
"16","80","80","2018-08-16 13:01:53"
"17","80","80","2018-08-16 13:02:03"
"18","80","80","2018-08-16 13:02:14"
"19","80","80","2018-08-16 13:02:24"
"20","80","80","2018-08-16 13:02:34"
"21","80","80","2018-08-16 13:02:44"
"22","80","80","2018-08-16 13:02:55"
"23","80","80","2018-08-16 13:03:05"
"24","80","80","2018-08-16 13:03:15"
"25","80","80","2018-08-16 13:03:26"
"26","80","80","2018-08-16 13:03:36"
"27","80","80","2018-08-16 13:03:46"
"28","80","80","2018-08-16 13:03:56"
"29","80","80","2018-08-16 13:04:06"
"30","80","80","2018-08-16 13:04:16"
"31","80","80","2018-08-16 13:04:27"
"32","80","80","2018-08-16 13:04:37"
"33","80","80","2018-08-16 13:04:47"
"34","80","80","2018-08-16 13:04:57"
"35","80","80","2018-08-16 13:05:07"
"36","80","80","2018-08-16 13:05:18"
"37","80","80","2018-08-16 13:05:28"
"38","80","80","2018-08-16 13:05:38"
"39","80","80","2018-08-16 13:05:49"
"40","80","80","2018-08-16 13:05:59"
"41","80","80","2018-08-16 13:06:09"
"42","80","80","2018-08-16 13:06:20"
"43","80","80","2018-08-16 13:06:30"
"44","80","80","2018-08-16 13:06:40"
"45","80","80","2018-08-16 13:06:50"
"46","80","80","2018-08-16 13:07:00"
"47","80","80","2018-08-16 13:07:10"
"48","80","80","2018-08-16 13:07:21"
"49","80","80","2018-08-16 13:07:31"
"50","80","80","2018-08-16 13:07:41"
"51","80","80","2018-08-16 13:07:52"
"52","80","80","2018-08-16 13:08:02"
"53","80","80","2018-08-16 13:08:12"
"54","80","80","2018-08-16 13:08:22"
"55","80","80","2018-08-16 13:08:32"
"56","80","80","2018-08-16 13:08:42"
"57","80","80","2018-08-16 13:08:52"
"58","70","70","2018-08-16 13:09:03"
"59","70","70","2018-08-16 13:09:13"
