"id","clock_time","linkaddr_node_addr","seqno","all_cpu","all_lpm","all_transmit","all_listen","all_idle_transmit","all_idle_listen","cpu","lpm","transmit","listen","idle_transmit","idle_listen","date"
"1287","2635","2.00","1","70393","584852","28824","12066","0","0","37952","289728","14847","6181","0","0","2018-08-31 10:20:19"
"1288","3915","2.00","2","95827","887098","44254","18762","0","0","25434","302246","15430","6696","0","0","2018-08-31 10:20:29"
"1289","5195","2.00","3","145449","1165156","67106","27555","0","0","49622","278058","22852","8793","0","0","2018-08-31 10:20:39"
"1290","6475","2.00","4","187848","1450437","84738","34875","0","0","42399","285281","17632","7320","0","0","2018-08-31 10:20:49"
"1291","7755","2.00","5","218466","1747499","104168","42249","0","0","30617","297062","19430","7374","0","0","2018-08-31 10:20:59"
"1292","9035","2.00","6","261606","2032039","122380","49577","0","0","43140","284540","18212","7328","0","0","2018-08-31 10:21:09"
"1293","10315","2.00","7","303701","2317624","139838","56602","0","0","42095","285585","17458","7025","0","0","2018-08-31 10:21:19"
"1294","11595","2.00","8","332193","2616812","157644","63520","0","0","28492","299188","17806","6918","0","0","2018-08-31 10:21:29"
"1295","12875","2.00","9","370836","2905849","173014","69621","0","0","38643","289037","15370","6101","0","0","2018-08-31 10:21:39"
"1296","14155","2.00","10","410874","3193491","189371","76140","0","0","40038","287642","16357","6519","0","0","2018-08-31 10:21:49"
"1297","15435","2.00","11","436665","3495380","205264","82443","0","0","25791","301889","15893","6303","0","0","2018-08-31 10:21:59"
"1298","16715","2.00","12","476974","3782751","221678","88965","0","0","40309","287371","16414","6522","0","0","2018-08-31 10:22:09"
"1299","17995","2.00","13","515669","4071736","236816","95158","0","0","38695","288985","15138","6193","0","0","2018-08-31 10:22:19"
"1300","19275","2.00","14","543962","4371123","254622","102077","0","0","28293","299387","17806","6919","0","0","2018-08-31 10:22:29"
"1301","20555","2.00","15","587449","4655316","273299","109476","0","0","43487","284193","18677","7399","0","0","2018-08-31 10:22:39"
"1302","21835","2.00","16","625542","4944903","288147","115452","0","0","38093","289587","14848","5976","0","0","2018-08-31 10:22:49"
"1303","23115","2.00","17","651592","5246533","304213","121787","0","0","26050","301630","16066","6335","0","0","2018-08-31 10:22:59"
"1304","24395","2.00","18","690702","5535103","319757","128098","0","0","39110","288570","15544","6311","0","0","2018-08-31 10:23:09"
"1305","25675","2.00","19","730635","5822850","335822","134744","0","0","39933","287747","16065","6646","0","0","2018-08-31 10:23:19"
"1306","26955","2.00","20","763562","6117603","357282","142421","0","0","32927","294753","21460","7677","0","0","2018-08-31 10:23:29"
"1307","28235","2.00","21","802897","6405948","373058","148797","0","0","39335","288345","15776","6376","0","0","2018-08-31 10:23:39"
"1308","29515","2.00","22","841028","6695497","387906","155151","0","0","38131","289549","14848","6354","0","0","2018-08-31 10:23:49"
"1309","30795","2.00","23","865639","6998566","402986","161367","0","0","24611","303069","15080","6216","0","0","2018-08-31 10:23:59"
"1310","32075","2.00","24","903614","7288271","417834","167573","0","0","37975","289705","14848","6206","0","0","2018-08-31 10:24:09"
"1311","33355","2.00","25","944908","7574657","435060","174275","0","0","41294","286386","17226","6702","0","0","2018-08-31 10:24:19"
"1312","34635","2.00","26","969881","7877364","450140","180465","0","0","24973","302707","15080","6190","0","0","2018-08-31 10:24:29"
"1313","35915","2.00","27","1008034","8166891","464930","186638","0","0","38153","289527","14790","6173","0","0","2018-08-31 10:24:39"
"1314","37195","2.00","28","1049153","8453452","481865","193452","0","0","41119","286561","16935","6814","0","0","2018-08-31 10:24:49"
"1315","38475","2.00","29","1075292","8754993","498047","199828","0","0","26139","301541","16182","6376","0","0","2018-08-31 10:24:59"
"1316","39755","2.00","30","1113831","9044134","513185","206053","0","0","38539","289141","15138","6225","0","0","2018-08-31 10:25:09"
"1317","41035","2.00","31","1153421","9332224","529193","212578","0","0","39590","288090","16008","6525","0","0","2018-08-31 10:25:19"
"1318","42315","2.00","32","1182174","9631151","547057","219580","0","0","28753","298927","17864","7002","0","0","2018-08-31 10:25:29"
"1319","43595","2.00","33","1222595","9918410","563587","226304","0","0","40421","287259","16530","6724","0","0","2018-08-31 10:25:39"
"1320","44875","2.00","34","1262625","10206060","579710","232994","0","0","40030","287650","16123","6690","0","0","2018-08-31 10:25:49"
"1321","46155","2.00","35","1289170","10507195","595950","239515","0","0","26545","301135","16240","6521","0","0","2018-08-31 10:25:59"
"1322","47435","2.00","36","1327184","10796861","610798","245494","0","0","38014","289666","14848","5979","0","0","2018-08-31 10:26:09"
"1323","48715","2.00","37","1367350","11084375","626980","252221","0","0","40166","287514","16182","6727","0","0","2018-08-31 10:26:19"
"1324","49995","2.00","38","1391960","11387445","642060","258250","0","0","24610","303070","15080","6029","0","0","2018-08-31 10:26:29"
"1325","51275","2.00","39","1430728","11676357","657372","264527","0","0","38768","288912","15312","6277","0","0","2018-08-31 10:26:39"
"1326","52555","2.00","40","1470282","11964483","673148","270891","0","0","39554","288126","15776","6364","0","0","2018-08-31 10:26:49"
"1327","53835","2.00","41","1494892","12267553","688228","277128","0","0","24610","303070","15080","6237","0","0","2018-08-31 10:26:59"
"1328","55115","2.00","42","1536026","12554099","705107","283861","0","0","41134","286546","16879","6733","0","0","2018-08-31 10:27:09"
"1329","56395","2.00","43","1575083","12842722","720651","290086","0","0","39057","288623","15544","6225","0","0","2018-08-31 10:27:19"
"1330","57675","2.00","44","1599703","13145782","735731","296118","0","0","24620","303060","15080","6032","0","0","2018-08-31 10:27:29"
