"id","clock_time","linkaddr_node_addr","seqno","all_cpu","all_lpm","all_transmit","all_listen","all_idle_transmit","all_idle_listen","cpu","lpm","transmit","listen","idle_transmit","idle_listen","date"
"1","56395","2.00","43","2254367","12163438","1444415","469633","0","0","52125","275555","35379","12878","0","0","2018-08-31 15:56:27"
"2","57675","2.00","44","2311824","12433661","1484029","483146","0","0","57457","270223","39614","13513","0","0","2018-08-31 15:56:37"
"3","58955","2.00","45","2375085","12698080","1518306","495139","0","0","63261","264419","34277","11993","0","0","2018-08-31 15:56:47"
"4","60235","2.00","46","2416601","12984244","1546955","505449","0","0","41516","286164","28649","10310","0","0","2018-08-31 15:56:57"
"5","61515","2.00","47","2458551","13269974","1575373","515685","0","0","41950","285730","28418","10236","0","0","2018-08-31 15:57:07"
"6","62795","2.00","48","2497429","13558877","1601530","525745","0","0","38878","288903","26157","10060","0","0","2018-08-31 15:57:17"
"7","64088","2.00","49","2575563","13811886","1646419","540651","0","0","78134","253009","44889","14906","0","0","2018-08-31 15:57:27"
"8","65379","2.00","50","2615318","14102742","1673215","550698","0","0","39755","290856","26796","10047","0","0","2018-08-31 15:57:37"
"9","66635","2.00","51","2666389","14372856","1709175","562709","0","0","51070","270114","35960","12011","0","0","2018-08-31 15:57:47"
"10","67915","2.00","52","2730739","14636186","1743916","575411","0","0","64349","263330","34741","12702","0","0","2018-08-31 15:57:57"
"11","69202","2.00","53","2790537","14906015","1785906","588814","0","0","59797","269829","41990","13403","0","0","2018-08-31 15:58:07"
"12","70475","2.00","54","2839120","15183171","1819083","600389","0","0","48583","277156","33177","11575","0","0","2018-08-31 15:58:17"
"13","71755","2.00","55","2894967","15454998","1857826","613263","0","0","55846","271827","38743","12874","0","0","2018-08-31 15:58:27"
"14","73035","2.00","56","2960983","15716662","1893495","625969","0","0","66016","261664","35669","12706","0","0","2018-08-31 15:58:37"
"15","1370","2.00","0","20142","311472","3944","5746","0","0","20142","311472","3944","5746","0","0","2018-08-31 15:58:51"
"16","2650","2.00","1","31248","628046","8120","11191","0","0","11106","316574","4176","5445","0","0","2018-08-31 15:59:01"
"17","3930","2.00","2","41918","945056","12006","16653","0","0","10670","317010","3886","5462","0","0","2018-08-31 15:59:11"
"18","5210","2.00","3","65882","1248772","15544","22047","0","0","23964","303716","3538","5394","0","0","2018-08-31 15:59:21"
"19","6490","2.00","4","76398","1565936","19314","27911","0","0","10516","317164","3770","5864","0","0","2018-08-31 15:59:31"
"20","7770","2.00","5","87020","1882994","23142","33153","0","0","10622","317058","3828","5242","0","0","2018-08-31 15:59:41"
"21","9050","2.00","6","97678","2200080","26970","38599","0","0","10658","317086","3828","5446","0","0","2018-08-31 15:59:51"
"22","10317","2.00","7","126730","2495410","34393","44837","0","0","29051","295330","7423","6238","0","0","2018-08-31 16:00:01"
"23","11610","2.00","8","138775","2814279","38917","50472","0","0","12045","318869","4524","5635","0","0","2018-08-31 16:00:11"
"24","12890","2.00","9","149438","3131296","42629","56099","0","0","10663","317017","3712","5627","0","0","2018-08-31 16:00:21"
"25","14170","2.00","10","173927","3434487","46400","61542","0","0","24489","303191","3771","5443","0","0","2018-08-31 16:00:31"
"26","15450","2.00","11","184682","3751412","50286","66815","0","0","10755","316925","3886","5273","0","0","2018-08-31 16:00:41"
"27","16730","2.00","12","195553","4068221","54172","72383","0","0","10871","316809","3886","5568","0","0","2018-08-31 16:00:51"
"28","18010","2.00","13","206083","4385443","57942","78387","0","0","10530","317222","3770","6004","0","0","2018-08-31 16:01:01"
"29","19290","2.00","14","232673","4686461","63336","84310","0","0","26589","301018","5394","5923","0","0","2018-08-31 16:01:11"
"30","20573","2.00","15","249368","4998448","71746","90813","0","0","16695","311987","8410","6503","0","0","2018-08-31 16:01:21"
"31","21850","2.00","16","267387","5307101","81084","97627","0","0","18019","308653","9338","6814","0","0","2018-08-31 16:01:31"
"32","23130","2.00","17","293219","5608949","85492","103433","0","0","25832","301848","4408","5806","0","0","2018-08-31 16:01:41"
"33","24410","2.00","18","304226","5925621","89204","109031","0","0","11007","316672","3712","5598","0","0","2018-08-31 16:01:51"
"34","25690","2.00","19","315477","6242050","93438","114766","0","0","11251","316429","4234","5735","0","0","2018-08-31 16:02:01"
"35","26970","2.00","20","327014","6558193","97730","120101","0","0","11537","316143","4292","5335","0","0","2018-08-31 16:02:11"
"36","28250","2.00","21","351362","6861525","101500","125487","0","0","24348","303332","3770","5386","0","0","2018-08-31 16:02:21"
"37","29530","2.00","22","366537","7174030","108634","131758","0","0","15174","312505","7134","6271","0","0","2018-08-31 16:02:31"
"38","30810","2.00","23","381480","7486767","115768","136891","0","0","14943","312737","7134","5133","0","0","2018-08-31 16:02:41"
"39","32090","2.00","24","406535","7789392","119944","140985","0","0","25055","302625","4176","4094","0","0","2018-08-31 16:02:51"
"40","33357","2.00","25","417855","8102454","124120","145049","0","0","11320","313062","4176","4064","0","0","2018-08-31 16:03:01"
"41","34650","2.00","26","428969","8422318","128180","148921","0","0","11114","319864","4060","3872","0","0","2018-08-31 16:03:11"
"42","35930","2.00","27","443719","8735248","135081","153690","0","0","14750","312930","6901","4769","0","0","2018-08-31 16:03:21"
"43","37210","2.00","28","468125","9038522","138909","157420","0","0","24406","303274","3828","3730","0","0","2018-08-31 16:03:31"
