4 6 1.15 0 0
4 10 1.07 0 0
84 92 1.21 0 0
68 60 1.15 0 0
68 45 1.10 0 0
117 114 1.18 0 0
117 97 1.25 0 0
23 27 1.57 0 0
23 40 1.21 0 0
23 33 1.62 0 0
85 105 1.14 0 0
85 87 1.18 0 0
47 67 1.28 0 0
47 51 1.24 0 0
47 74 1.43 0 0
47 72 1.10 0 0
116 83 1.00 0 0
116 101 1.05 0 0
111 54 1.39 0 0
111 91 1.25 0 0
112 104 1.14 0 0
112 65 1.39 0 0
17 16 1.24 0 0
17 32 1.10 0 0
17 19 1.05 0 0
92 84 1.21 0 0
92 99 1.10 0 0
15 20 1.25 0 0
15 18 1.04 0 0
15 28 1.18 0 0
56 51 1.14 0 0
56 77 1.00 0 0
56 50 1.32 0 0
95 98 1.11 0 0
14 7 1.10 0 0
14 20 1.18 0 0
14 12 1.00 0 0
58 43 1.25 0 0
58 53 1.37 0 0
58 55 1.75 0 0
58 78 1.25 0 0
62 106 1.03 0 0
100 109 1.00 0 0
100 90 1.10 0 0
97 117 1.25 0 0
33 23 1.62 0 0
33 40 1.44 0 0
33 80 1.29 0 0
104 112 1.14 0 0
104 1 1.03 0 0
11 8 1.07 0 0
11 19 1.12 0 0
11 38 1.24 0 0
11 22 1.78 0 0
11 10 1.18 0 0
106 88 1.19 0 0
106 81 1.00 0 0
106 62 1.03 0 0
115 118 1.21 0 0
115 110 1.14 0 0
114 117 1.18 0 0
114 74 1.43 0 0
101 41 1.00 0 0
101 116 1.05 0 0
44 69 1.10 0 0
44 59 1.19 0 0
78 53 1.14 0 0
78 94 1.00 0 0
78 58 1.25 0 0
22 11 1.78 0 0
22 37 1.29 0 0
22 32 1.29 0 0
22 38 1.51 0 0
12 31 1.21 0 0
12 20 1.00 0 0
12 14 1.00 0 0
1 104 1.03 0 0
76 69 1.24 0 0
76 46 1.14 0 0
46 76 1.14 0 0
46 80 1.18 0 0
46 69 1.05 0 0
93 102 1.14 0 0
42 63 1.21 0 0
42 39 1.50 0 0
42 66 1.43 0 0
54 111 1.39 0 0
54 57 1.14 0 0
109 100 1.00 0 0
18 2 1.14 0 0
18 16 1.35 0 0
18 15 1.04 0 0
28 71 1.39 0 0
28 15 1.18 0 0
28 21 1.25 0 0
36 35 1.30 0 0
36 55 1.05 0 0
36 73 1.04 0 0
36 27 1.49 0 0
26 39 1.45 0 0
79 65 1.35 0 0
79 77 1.00 0 0
79 61 1.50 0 0
94 78 1.00 0 0
94 119 1.00 0 0
38 22 1.51 0 0
38 11 1.24 0 0
38 10 1.14 0 0
83 103 1.03 0 0
83 82 1.26 0 0
83 116 1.00 0 0
107 108 1.00 0 0
31 12 1.21 0 0
31 70 1.04 0 0
63 52 1.50 0 0
63 89 1.35 0 0
63 66 1.54 0 0
63 42 1.21 0 0
9 71 1.26 0 0
43 73 1.00 0 0
43 58 1.25 0 0
105 87 1.14 0 0
105 85 1.14 0 0
3 7 1.00 0 0
3 6 1.00 0 0
73 43 1.00 0 0
73 35 1.00 0 0
73 36 1.04 0 0
73 55 1.10 0 0
103 83 1.03 0 0
103 98 1.05 0 0
74 47 1.43 0 0
74 51 1.14 0 0
74 114 1.43 0 0
5 7 1.15 0 0
5 8 1.39 0 0
5 13 1.14 0 0
5 6 1.15 0 0
60 68 1.15 0 0
60 57 1.64 0 0
