"id","nodeID","seqno","x","y","parent_plot","est_int","date"
"159409","2.00","140","110","30","1.00","53.9","2018-10-04 11:04:37"
"159410","1.00","0","160","30","1.00","19.06","2018-10-04 11:04:37"
"159411","2.00","141","110","30","1.00","55.06","2018-10-04 11:04:51"
"159412","1.00","0","160","30","1.00","19.15","2018-10-04 11:04:51"
"159413","3.00","143","60","30","1.00","54.33","2018-10-04 11:05:02"
"159414","1.00","0","160","30","1.00","19.24","2018-10-04 11:05:02"
"159415","2.00","142","110","30","1.00","44.6","2018-10-04 11:05:16"
"159416","1.00","0","160","30","1.00","19.31","2018-10-04 11:05:16"
"159417","2.00","143","110","30","1.00","40.14","2018-10-04 11:05:41"
"159418","1.00","0","160","30","1.00","19.44","2018-10-04 11:05:41"
"159419","2.00","144","110","30","1.00","32.51","2018-10-04 11:06:14"
"159420","1.00","0","160","30","1.00","19.55","2018-10-04 11:06:14"
"159421","3.00","146","60","30","1.00","56.65","2018-10-04 11:06:17"
"159422","1.00","0","160","30","1.00","19.55","2018-10-04 11:06:17"
"159423","3.00","147","60","30","1.00","57.28","2018-10-04 11:06:35"
"159424","1.00","0","160","30","1.00","19.63","2018-10-04 11:06:35"
"159425","2.00","145","110","30","1.00","23.7","2018-10-04 11:06:55"
"159426","1.00","0","160","30","1.00","19.67","2018-10-04 11:06:55"
"159427","3.00","148","60","30","1.00","57.8","2018-10-04 11:07:02"
"159428","1.00","0","160","30","1.00","19.67","2018-10-04 11:07:02"
"159429","2.00","148","110","30","1.00","17.45","2018-10-04 11:08:13"
"159430","1.00","0","160","30","1.00","20.61","2018-10-04 11:08:13"
"159431","3.00","151","60","30","1.00","58.7","2018-10-04 11:08:23"
"159432","1.00","0","160","30","1.00","20.55","2018-10-04 11:08:23"
"159433","2.00","149","110","30","1.00","14.13","2018-10-04 11:08:27"
"159434","1.00","0","160","30","1.00","20.55","2018-10-04 11:08:27"
"159435","3.00","153","60","30","1.00","59.05","2018-10-04 11:08:51"
"159436","1.00","0","160","30","1.00","20.49","2018-10-04 11:08:51"
"159437","2.00","150","110","30","1.00","12.72","2018-10-04 11:08:58"
"159438","1.00","0","160","30","1.00","20.44","2018-10-04 11:08:58"
"159439","2.00","151","110","30","1.00","9.27","2018-10-04 11:09:38"
"159440","1.00","0","160","30","1.00","20.36","2018-10-04 11:09:38"
"159441","2.00","152","110","30","1.00","8.34","2018-10-04 11:09:52"
"159442","1.00","0","160","30","1.00","20.32","2018-10-04 11:09:52"
"159443","3.00","156","60","30","1.00","59.37","2018-10-04 11:09:53"
"159444","1.00","0","160","30","1.00","20.32","2018-10-04 11:09:53"
"159445","2.00","153","110","30","1.00","6.08","2018-10-04 11:10:17"
"159446","1.00","0","160","30","1.00","18.36","2018-10-04 11:10:17"
"159447","3.00","157","60","30","1.00","59.49","2018-10-04 11:10:31"
"159448","1.00","0","160","30","1.00","17.52","2018-10-04 11:10:31"
